nasukati;nasukah;nasukaš;nasuka;nasukasmo;nasukajte;nasukaju
puškarati;puškaram;puškaraše;puškaraše;puškarasmo;puškarate;puškaraše
proanalizirati;proanaliziram;proanaliziraš;proanalizira;proanalizirasmo;proanalizirate;proanaliziraše
miješati;miješam;miješaš;miješaše;miješajmo;miješajte;miješaju
doktorirati;doktoriram;doktoriraše;doktoriraše;doktorirasmo;doktorirate;doktoriraše
cimati;cimam;cimaše;cimaše;cimasmo;cimate;cimaju
preslikavati;preslikavah;preslikavaše;neka preslikava;preslikavasmo;preslikavajte;neka preslikavaju
prokuhati;prokuham;prokuhaš;prokuha;prokuhasmo;prokuhate;prokuhaše
dopitati;dopitam;dopitaš;dopita;dopitasmo;dopitate;dopitaše
oklijevati;oklijevam;oklijevaš;oklijevaše;oklijevasmo;oklijevate;oklijevaju
čupkati;cupkam;cupkaše;čupkaše;cupkasmo;cupkate;cupkaju
balansirati;balansiram;balansiraše;balansiraše;balansirasmo;balansirate;balansiraju
opkopati;opkopam;opkopaš;opkopa;opkopasmo;opkopate;opkopaše
cičati;cičah;cičaše;ciči;cičasmo;cičaste;cičahu
izviđati;izviđah;izviđaše;izviđa;izviđasmo;izviđajte;izviđahu
shrvati;shrvah;shrvaš;neka shrva;shrvasmo;shrvajte;neka shrvaju
prohodati;prohodam;prohodaš;prohoda;prohodasmo;prohodate;prohodaše
zakapati;zakapam;zakapaš;zakapa;zakapasmo;zakapajte;zakapaju
oscilirati;osciliram;osciliraše;osciliraše;oscilirasmo;oscilirate;osciliraše
raspojasati;raspojasam;raspojasaš;raspojasa;raspojasasmo;raspojasate;raspojasaše
progovarati;progovaram;-;progovaraše;-;-;progovaraju
polijevati;polijevah;polijevaj;polijeva;polijevajmo;polijevajte;polijevaju
bukirati;bukirah;bukiraše;neka bukira;bukirasmo;bukirajte;neka bukiraju
gazirati;gaziram;gaziraš;gaziraše;gazirasmo;gazirate;gaziraju
zakzžljati;-;-;-;-;-;-
drapirati;drapiram;drapiraše;drapiraše;drapirasmo;drapirate;drapiraše
blefirati;blefiram;blefiraše;blefiraše;blefirasmo;blefirate;blefiraše
uranjati;uranjam;uranjaše;uranjaše;uranjasmo;uranjate;uranjaju
bućkati;bućkah;bućkaše;bućka;bućkasmo;bućkajte;bućkahu
lupkati;lupkam;lupkaše;lupkaše;lupkasmo;lupkate;lupkaju
zarastati;zarastah;zarastaj;zarasta;zarastajmo;zarastajte;zarastaju
sugerirati;sugeriram;sugeriraše;sugeriraše;sugerirasmo;sugerirate;sugeriraše
ponižavati;ponižavah;ponižavaj;ponižava;ponižavajmo;ponižavajte;ponižavaju
pokušavati;pokušavam;pokušavaš;pokušava;pokušavasmo;pokušavajte;pokušavaju
rasipavati;rasipavah;rasipavaše;neka rasipava;rasipavasmo;rasipavajte;neka rasipavaju
lokalizirati;lokaliziram;lokaliziraše;lokaliziraše;lokalizirasmo;lokalizirate;lokaliziraše
poljepšati;poljepšam;poljepšaš;poljepša;poljepšasmo;poljepšajte;poljepšaju
datirati;datiram;datiraše;datiraše;datirasmo;datirate;datiraše
prokunjati;prokunjam;prokunjaš;prokunja;prokunjasmo;prokunjate;prokunjaše
pokefati;pokefam;pokefaš;pokefa;pokefasmo;pokefajte;pokefaju
hvatati;hvatam;hvataše;hvataše;hvatasmo;hvatate;hvataju
išarati;išaram;išaraš;išara;išarasmo;išarate;išaraše
prokolati;prokolah;prokolaš;neka prokola;prokolasmo;prokolajte;neka prokolaju
rastvarati;rastvarah;rastvaraš;neka rastvara;rastvarasmo;rastvarajte;neka rastvaraju
opjevavati;opjevavah;opjevavaše;opjevava;opjevavasmo;opjevavaste;opjevavahu
grundirati;grundiram;grundiraše;grundiraše;grundirasmo;grundirate;grundiraše
uzmuvati;uzmuvam;uzmuvaš;uzmuva;uzmuvasmo;uzmuvate;uzmuvaše
ispredati;ispredam;ispredaše;ispredaše;ispredasmo;ispredate;ispredaju
sapunati;sapunah;sapunaše;sapuna;sapunasmo;sapunajte;sapunahu
namjeravati;namjeravah;namjeravaše;namjeravaše;namjeravasmo;namjeravate;namjeravahu
iskopavati;iskopavam;iskopavaše;iskopavaše;iskopavasmo;iskopavate;iskopavaju
filati;filam;filaše;filaše;filasmo;filate;filaju
promuvati;promuvam;promuvaš;promuva;promuvasmo;promuvate;promuvaše
ispresijecati;ispresijecah;ispresijecaše;ispresijeca;ispresijecasmo;ispresijecajte;ispresijecahu
folirati;foliram;foliraše;foliraše;folirasmo;folirate;foliraju
smrskavati;smrskavah;smrskavaše;neka smrskava;smrskavasmo;smrskavajte;neka smrskavaju
stjerati;stjeram;stjeraš;stjera;stjerasmo;stjerate;stjeraše
sprtljati;-;-;-;-;-;-
parafrazirati;parafraziram;parafraziraše;parafraziraše;parafrazirasmo;parafrazirate;parafraziraše
sagorijevati;sagorijevam;sagorijevaše;neka sagorijeva;sagorijevasmo;sagorijevate;neka sagorijevaju
večerati;večeram;večeraše;večeraše;večeramo;-;večerahu
lepršati;-;-;-;-;-;-
plombirati;plombiram;plombiraše;plombiraše;plombirasmo;plombirate;plombiraše
izvršavati;izvršavam;izvršavaše;izvršavaše;izvršavasmo;izvršavate;izvršavaju
raščešljavati;raščešljavah;raščešljavaše;neka raščešljava;raščešljavasmo;raščešljavajte;neka raščešljavaju
uvažavati;uvažavam;uvažavaše;uvažavaše;uvažavasmo;uvažavate;uvažavaju
ugledati;ugledam;ugledaš;ugleda;ugledasmo;ugledate;ugledaše
pritvarati;pritvarah;pritvaraše;neka pritvara;pritvarasmo;pritvarajte;neka pritvaraju
grogirati;grogiram;grogiraše;grogiraše;grogirasmo;grogirate;grogiraše
primiješati;primiješam;primiješaš;primiješa;primiješasmo;primiješate;primiješaše
otkucati;otkucah;otkucaš;otkuca;otkucasmo;otkucajte;otkucaše
isprepadati;isprepadam;isprepadaš;isprepada;isprepadasmo;isprepadate;isprepadaše
čekati;čekah;čekaše;čekaše;čekajmo;čekaste;čekahu
prosijavati;prosijavam;prosijavaše;prosijavaše;prosijavasmo;prosijavate;prosijavaju
talasati;talasam;talasaše;talasaše;talasasmo;talasate;talasaju
odigrati;odigrah;odigraj;odigra;odigrajmo;odigrajte;odigraše
rekuperirati;rekuperirah;rekuperiraše;neka rekuperira;rekuperirasmo;rekuperirajte;neka rekuperiraju
pjevati;pjevam;pjevaše;pjevaše;pjevasmo;pjevate;pjevahu
uvjeravati;uvjeravah;uvjeravaše;uvjeravaše;uvjeravamo;-;uvjeravaju
izdjeljati;izdjeljam;izdjeljaš;izdjelja;izdjeljasmo;izdjeljate;izdjeljaše
otkopčavati;otkopčavah;otkopčavaše;otkopčava;otkopčavasmo;otkopčavajte;otkopčavahu
povećati;povećah;povećaš;poveća;povećajmo;povećaste;povećaju
odobravati;odobravam;odobravaše;odobravaše;odobravasmo;odobravate;odobravaju
napipavati;napipavah;napipavaše;napipava;napipavasmo;napipavajte;napipavaju
srozati;srozam;srozaš;sroza;srozasmo;srozate;srozaše
dovijati;dovijam;dovijaše;dovijaše;dovijasmo;dovijate;dovijaju
promumljati;promumljam;promumljaš;neka promumlja;promumljasmo;promumljate;neka promumljaju
moljakati;moljakam;moljakaše;moljakaše;moljakasmo;moljakate;moljakaju
ponavljati;ponavljah;ponavljaš;ponavlja;ponavljajmo;ponavljajte;ponavljaju
nastradati;nastradam;nastradaš;nastrada;nastradasmo;nastradate;nastradaše
izjedati;izjedam;izjedaše;izjedaše;izjedasmo;izjedate;izjedaju
hipnotizirati;hipnotiziram;hipnotiziraše;hipnotiziraše;hipnotizirasmo;hipnotizirate;hipnotiziraše
preveslati;preveslam;preveslaš;prevesla;preveslasmo;preveslate;preveslaše
štampati;štampah;štampaj;štampaše;štampajmo;štampajte;štampat
otpetljati;otpetljah;otpetljaš;neka otpetlja;otpetljasmo;otpetljajte;neka otpetljaju
prepravljati;prepravljah;prepravljaše;neka prepravlj;prepravljasmo;prepravljajte;neka prepravljaju
grizuckati;grizuckam;grizuckaše;grizuckaše;grizuckasmo;grizuckate;grizuckaju
naoružati;naoružam;naoružaj;naoruža;naoružajmo;naoružajte;naoružaše
pjevuckati;pjevuckam;pjevuckaše;pjevuckaše;pjevuckasmo;pjevuckate;pjevuckaju
ilustrirati;ilustriram;ilustriraš;ilustriraše;ilustrirasmo;ilustrirate;ilustriraju
iskidati;iskidah;iskidaj;iskidaše;iskidajmo;iskidajte;iskidahu
hvastati;hvastah;hvastaše;hvastaše;hvastasmo;hvastajte;hvastahu
štirkati;štirkam;štirkaše;štirka;štirkasmo;štirkate;štirkaju
uzmanjkati;uzmanjkam;uzmanjkaš;uzmanjka;uzmanjkasmo;uzmanjkate;uzmanjkaše
promucati;promucam;promucaš;promuca;promucasmo;promucate;promucaše
vriskati;vriskam;vriskaše;vriskaše;vriskasmo;vriskate;vriskaju
uskomešati;uskomešam;uskomešaš;uskomeša;uskomešasmo;uskomešate;uskomešaše
potkopati;potkopam;potkopaš;potkopa;potkopasmo;potkopate;potkopaše
zapretati;zapretam;zapretaš;zapreta;zapretasmo;zapretajte;zapretaju
piskati;piskam;piskaše;piskaše;piskasmo;piskate;piskaju
izvolijevati;izvolijevam;izvolijevaše;izvolijeva;izvolijevasmo;izvolijevate;izvolijevaju
izrugati;izrugah;izrugaš;neka izruga;izrugasmo;izrugajte;neka izrugaju
odvikavati;odvikavah;odvikavaše;odvikava;odvikavasmo;odvikavajte;odvikavahu
zavriskati;zavriskam;zavriskaš;zavriska;zavriskasmo;zavriskate;zavriskaše
spakirati;spakiram;spakiraš;spakira;spakirasmo;spakirate;spakiraše
kolebati;kolebah;kolebaše;koleba;kolebasmo;kolebajte;kolebahu
nemati;nemah;nemaše;nemaše;nemasmo;nemate;nemahu
pohađati;pohađah;pohađaše;pohađa;pohađasmo;pohađajte;pohađahu
pronjuškati;pronjuškam;pronjuškaš;pronjuška;pronjuškasmo;pronjuškate;pronjuškaše
zastupati;zastupam;zastupaše;zastupaše;zastupasmo;zastupate;zastupahu
analizirati;analiziram;-;-;-;-;-
podšišati;podšišam;podšišaš;podšiša;podšišasmo;podšišate;podšišaše
capkati;capkam;capkaše;capkaše;capkasmo;capkate;capkaju
navraćati;navraćah;navraćaš;navraća;navraćasmo;navraćajte;navraćahu
komešati;komešam;komešaše;komešaše;komešasmo;komešate;komešaju
progledati;progledam;progledaš;progleda;progledasmo;progledate;progledaše
propisati;propišem;propiši;propiše;propišimo;propišite;propišu
zapažati;zapažah;zapažaj;zapaža;zapažajmo;zapažajte;zapažaju
pokoravati;pokoravah;pokoravaš;pokorava;pokoravasmo;pokoravajte;pokoravaju
preustrojavati;preustrojavah;preustrojavaše;neka preustrojava;preustrojavasmo;preustrojavajte;neka preustrojavaju
puntati;-;-;-;-;-;-
pijuckati;pijuckam;pijuckaše;pijuckaše;pijuckasmo;pijuckate;pijuckaju
razbijati;razbijam;razbijaše;razbijaše;-;razbijate;razbijahu
smekšati;smekšam;smekšaš;smekša;smekšasmo;smekšate;smekšaše
kontraindicirati;kontraindicirah;kontraindiciraš;neka kontraindicira;kontraindicirasmo;kontraindicirajte;neka kontraindiciraju
obnavljati;obnavljah;obnavljaše;obnavlja;obnavljasmo;obnavljajte;obnavljahu
onesposobljavati;onesposobljavah;onesposobljavaše;onesposobljava;onesposobljavasmo;onesposobljavaste;onesposobljavahu
istuširati;istuširam;istuširaš;istušira;istuširasmo;istuširate;istuširaše
sputati;sputam;sputaš;sputa;sputasmo;sputate;sputaše
prokapati;prokapam;prokapaše;prokapaše;prokapasmo;prokapate;prokapaše
gegati;gegam;gegaše;gegaše;gegasmo;gegate;gegahu
promatrati;promatram;promatraj;promatra;promatramo;promatrajte;promatrahu
muzicirati;muziciram;muziciraše;muziciraše;muzicirasmo;muzicirate;muziciraju
razvaljati;razvaljah;razvaljaš;neka razvalja;razvaljasmo;razvaljajte;neka razvaljaju
izgledati;izgledam;izgledaše;izgledaše;izgledasmo;izgledate;izgledaju
pripajati;pripajah;pripajaše;neka pripaja;pripajasmo;pripajajte;neka pripajaju
oglašavati;oglašavah;oglašavaše;oglašava;oglašavasmo;oglašavajte;oglašavahu
pljuskati;pljuskam;pljuskaše;pljuskaše;pljuskasmo;pljuskate;pljuskahu
dokončati;dokončah;dokončaš;dokonča;dokončajmo;dokončajte;dokončat
spremati;spremam;spremaše;spremaše;spremasmo;spremate;spremaju
perutati;perutam;perutaše;perutaše;perutasmo;perutate;perutaju
dirkati;dirkam;dirkaše;dirkaše;dirkasmo;dirkate;dirkaju
internirati;interniram;interniraše;interniraše;internirasmo;internirate;interniraše
improvizirati;improviziram;improviziraše;improviziraše;improvizirasmo;improvizirate;improviziraše
polirati;poliram;poliraš;polira;polirasmo;polirajte;poliraju
izlupati;izlupam;izlupaš;izlupa;izlupasmo;izlupate;izlupaše
emajlirati;emajliram;emajliraše;emajliraše;emajlirasmo;emajlirate;emajliraše
koketirati;koketiram;koketiraše;koketiraše;koketirasmo;koketirate;koketiraju
stvarati;stvaram;stvaraš;stvaraše;stvarasmo;stvarate;stvaraju
imitirati;imitirah;imitiraj;imitiraše;imitirajmo;imitirajte;imitirahu
nalupati;nalupam;nalupaš;nalupa;nalupasmo;nalupate;nalupaše
eksplodirati;eksplodiram;eksplodiraše;eksplodiraše;eksplodirasmo;eksplodirate;eksplodiraše
prolutati;prolutam;prolutaš;proluta;prolutasmo;prolutate;prolutaše
identificirati;identificiram;-;-;-;-;-
kolaborirati;kolaboriram;kolaboriraše;kolaboriraše;kolaborirasmo;kolaborirate;kolaboriraju
razgledati;razgledam;razgledaše;razgledaše;razgledasmo;razgledate;razgledaše
blistati;blistam;blistaše;blistaše;blistasmo;blistate;blistahu
izmiksati;izmiksah;izmiksaš;neka izmiksa;izmiksasmo;izmiksajte;izmiksaše
rastjeravati;rastjeravah;rastjeravaše;neka rastjerava;rastjeravasmo;rastjeravajte;neka rastjeravaju
sanjati;sanjam;sanjaš;sanja;sanjasmo;sanjate;sanjaju
odsanjati;odsanjah;odsanjaš;odsanja;odsanjasmo;odsanjajte;odsanjaše
plasirati;plasiram;plasiraše;plasiraše;plasirasmo;plasirate;plasiraše
izmućkati;izmućkah;izmućkaš;izmućka;izmućkasmo;izmućkajte;izmućkaše
mitraljirati;mitraljiram;mitraljiraše;mitraljiraše;mitraljirasmo;mitraljirate;mitraljiraju
utabati;utabam;utabaš;utaba;utabasmo;utabate;utabaše
razasipati;razasipah;razasipaše;neka razasipa;razasipasmo;razasipajte;razasipljući
akceptirati;akceptirah;akceptiraše;neka akceptira;akceptirasmo;akceptirajte;neka akceptiraju
splašnjavati;splašnjavah;splašnjavaše;neka splašnjava;splašnjavasmo;splašnjavajte;neka splašnjavaju
ucrtati;ucrtam;ucrtaš;ucrta;ucrtasmo;ucrtate;ucrtaše
užasavati;užasavam;užasavaše;užasavaše;užasavasmo;užasavate;užasavaju
nabujati;nabujam;nabujaš;nabuja;nabujasmo;nabujate;nabujat
demolirati;demoliram;demoliraše;demoliraše;demolirasmo;demolirate;demoliraše
svršavati;svršavam;svršavaše;svršavaše;svršavasmo;svršavate;svršavaju
apsolutizirati;apsolutiziram;apsolutiziraše;apsolutiziraše;apsolutizirasmo;apsolutizirate;apsolutiziraše
ugibati;ugibam;ugibaše;ugibaše;ugibasmo;ugibate;ugibahu
igrati;igram;igraše;igraše;igrasmo;igrate;igrahu
počešljati;počešljah;počešljaj;počešlja;počešljajmo;počešljajte;počešljaše
onemogućavati;onemogućavah;onemogućavaše;onemogućava;onemogućavasmo;onemogućavajte;onemogućavahu
odsijecati;odsijecah;odsijecaše;odsijeca;odsijecasmo;odsijecajte;odsijecahu
uplivati;uplivam;uplivaš;upliva;uplivasmo;uplivate;uplivaše
sklapati;sklapam;sklapaše;sklapaše;sklapasmo;sklapate;sklapaju
hrskati;hrskam;hrskaše;hrskaše;hrskasmo;hrskate;hrskaju
izgnati;izgnah;izgnaj;izgna;izgnajmo;izgnajte;izgnaše
protjerati;protjeram;protjeraš;protjera;protjerasmo;protjerate;protjerat
svladavati;svladavam;svladavaše;neka svladava;svladavajmo;svladavajte;neka svladavaju
odzvanjati;odzvanjam;odzvanjaše;odzvanjaše;odzvanjasmo;odzvanjate;odzvanjahu
listati;listam;listaše;listaše;listasmo;listate;listaju
osvajati;osvajam;osvajaše;osvajaše;osvajasmo;osvajate;osvajaju
raspoznati;raspoznam;raspoznaš;raspozna;raspoznasmo;raspoznate;raspoznaše
rasklimati;rasklimah;rasklimaš;neka rasklima;rasklimasmo;rasklimajte;neka rasklimaju
dočepati;dočepah;dočepaš;dočepa;dočepasmo;dočepajte;dočepaše
notirati;notirah;notiraše;neka notira;notirasmo;notirajte;neka notiraju
drmati;drmam;drmaše;drma;drmasmo;drmate;drmaju
posukljati;posukljam;posukljaš;posuklja;posukljasmo;posukljate;posukljaše
pregledati;pregledam;pregledaš;pregleda;pregledasmo;pregledate;pregledaše
detaljizirati;detaljiziram;detaljiziraše;detaljiziraše;detaljizirasmo;detaljizirate;detaljiziraše
probati;probam;probaše;probaše;probasmo;probate;probaše
preparirati;prepariram;prepariraše;prepariraše;preparirasmo;preparirate;prepariraše
razlamati;razlamah;razlamaše;neka razlama;razlamasmo;razlamajte;neka razlamaju
brabonjati;brabonjam;brabonjaše;brabonjaše;brabonjasmo;brabonjate;brabonjaju
harati;haram;haraše;haraše;harasmo;harate;harahu
umarati;umaram;umaraš;umaraše;-;-;umaraju
osigurati;osigurah;osiguraj;osigura;osigurajmo;osiguraste;osiguraše
popričati;popričah;popriča;popriča;popričasmo;popričajte;popričaju
eksportirati;eksportiram;eksportiraše;eksportiraše;eksportirasmo;eksportirate;eksportiraše
branati;branam;branaše;branaše;branasmo;branate;branaju
pasterizirati;pasteriziram;pasteriziraše;pasteriziraše;pasterizirasmo;pasterizirate;pasteriziraše
vješati;vješam;vješaše;vješaše;vješasmo;vješate;vješaju
marširati;marširam;marširaše;marširaše;marširasmo;marširate;marširaju
vježbati;vježbam;vježbaj;vježbaše;-;-;vježbaju
motati;motam;motaše;motaše;motasmo;motate;motahu
zgražati;zgražam;zgražaše;zgražaše;zgražasmo;zgražate;zgražaju
ovladavati;ovladavah;ovladavaše;neka ovladava;ovladavasmo;ovladavajte;neka ovladavaju
pregurati;preguram;preguraš;pregura;pregurasmo;pregurate;preguraše
ispričati;ispričah;ispričaš;ispriča;ispričajmo;ispričaste;ispričaju
sjeckati;sjeckam;sjeckaše;sjeckaše;sjeckasmo;sjeckate;sjeckaju
štrajkati;štrajkam;štrajkaj;-;štrajkasmo;štrajkate;štrajkahu
opravdati;opravdah;opravdaj;opravda;opravdajmo;opravdajte;opravdaše
jetkati;jetkam;jetkaše;jetkaše;jetkasmo;jetkate;jetkaju
klanjati;klanjah;klanjaš;klanjaše;klanjasmo;klanjaste;klanjahu
zaribati;zaribah;zariba;zariba;zaribasmo;zaribajte;zaribaju
stropoštati;stropoštam;stropoštaš;stropošta;stropoštasmo;stropoštate;stropoštaše
zlostavljati;zlostavljah;zlostavljaše;zlostavlja;zlostavljasmo;zlostavljajte;zlostavljahu
nastavljati;nastavljah;nastavljaš;nastavljaše;nastavljasmo;nastavljajte;nastavljahu
zapovijedati;zapovijedam;zapovijedaš;zapovijeda;zapovijedasmo;zapovijedajte;zapovijedaju
nabasati;nabasam;nabasaš;nabasa;nabasasmo;nabasate;nabasaše
imigrirati;imigriram;imigriraše;imigriraše;imigrirasmo;imigrirate;imigriraše
ciljati;ciljam;ciljaš;ciljaše;ciljasmo;ciljate;ciljaju
zaključati;zaključah;zaključaš;zaključa;zaključajmo;zaključajte;zaključaju
zakoturati;zakoturah;zakotura;zakotura;zakoturasmo;zakoturajte;zakoturaju
heklati;heklam;heklaše;heklaše;heklasmo;heklate;heklaju
svađati;svađam;svađaj;svađaše;-;svađate;svađahu
puncirati;punciram;punciraše;punciraše;puncirasmo;puncirate;punciraše
rugati;rugam;rugaš;rugaše;rugasmo;rugate;rugaju
plisirati;plisiram;plisiraš;plisiraše;plisirasmo;plisirate;plisiraju
prigovarati;prigovaram;prigovaraše;prigovaraše;prigovarasmo;prigovarate;prigovaraju
ožbukati;ožbukam;ožbukaš;ožbuka;ožbukasmo;ožbukate;ožbukaše
demisionirati;demisioniram;demisioniraš;demisionira;demisionirasmo;demisionirate;demisioniraše
prekuhati;prekuham;prekuhaš;prekuha;prekuhasmo;prekuhate;prekuhaše
poklanjati;poklanjah;poklanjaše;poklanja;poklanjasmo;poklanjajte;poklanjaju
subvencionirati;subvencioniram;subvencioniraše;subvencioniraše;subvencionirasmo;subvencionirate;subvencioniraše
publicirati;publiciram;publiciraš;publiciraše;publicirasmo;publicirate;publiciraju
doštampati;doštampam;doštampaš;doštampa;doštampasmo;doštampate;doštampaše
tabati;tabam;tabaš;tabaše;tabasmo;tabate;tabaju
dekretirati;dekretiram;dekretiraše;dekretiraše;dekretirasmo;dekretirate;dekretiraše
moralizirati;moraliziram;moraliziraše;moraliziraše;moralizirasmo;moralizirate;moraliziraše
omogućavati;omogućavah;omogućavaše;omogućava;omogućavasmo;omogućavajte;omogućavahu
prosipati;prosipam;prosipaše;prosipaše;prosipasmo;prosipate;prosipaju
isplivati;isplivam;isplivaš;ispliva;isplivasmo;isplivajte;isplivaše
protjeravati;protjeravah;protjeravaše;neka protjerava;protjeravasmo;protjeravajte;neka protjeravaju
suflirati;sufliram;sufliraše;sufliraše;suflirasmo;suflirate;sufliraju
standardizirati;standardiziram;standardiziraše;standardiziraše;standardizirasmo;standardizirate;standardiziraše
smetati;smetah;smetaše;smećaše;smetasmo;smetate;smetahu
tuširati;tuširam;tuširaše;tuširaše;tuširasmo;tuširate;tuširaše
podebljati;podebljam;podebljaš;podeblja;podebljasmo;podebljate;podebljaše
naravnati;naravnam;naravnaš;naravna;naravnasmo;naravnate;naravnaše
ispijati;ispijam;ispijaše;ispijaše;ispijasmo;ispijate;ispijaju
razočaravati;razočaravah;razočaravaše;neka razočarava;razočaravasmo;razočaravajte;neka razočaravaju
