nasukati;nasukan;nasukana;nasukano;nasukani;nasukane;nasukaju
napadati;napadah;napadana;napadano;napadani;napadane;napadajući
sedlati;sedlam;sedlaše;sedlaše;sedlasmo;sedlana;sedlaju
pružati;pružam;pružaš;pružaše;pružajmo;pružane;pružaju
zavitlavati;zavitlavan;zavitlavana;zavitlavano;zavitlavani;zavitlavane;zavitlavajući
zavađati;zavađan;zavađaj;zavađano;zavađajmo;zavađajte;zavađajući
ukrcavati;ukrcavan;ukrcavana;ukrcavano;ukrcavani;ukrcavane;ukrcavajući
zaprljati;zaprljaavši;zaprljaj;zaprlja;zaprljajmo;zaprljajte;zaprljaju
granati;granan;granana;granano;granani;granane;granajući
komandirati;komandiram;komandiraše;komandiraše;komandirasmo;komandirate;komandiraše
ugrizati;ugrizan;ugrizana;ugrizano;ugrizani;ugrizane;ugrizajući
žirirati;žiriram;žiriraše;je;žirirasmo;žirirate;će
ostavljati;ostavljan;ostavljana;ostavljano;ostavljani;ostavljane;ostavljaju
prianjati;prianjam;prianjaše;prianjaše;prianjasmo;prianjate;prianjaju
kuckati;kuckam;kuckaše;kuckaše;kuckasmo;kuckate;kuckaju
zabijati;zabijan;zabijana;zabijano;zabijani;zabijane;zabijahu
proigrati;proigram;proigraš;proigra;proigrasmo;proigrana;proigraše
obećati;obećam;obećaj;obeća;obećamo;obećajte;obećat
naspavati;naspavavši;naspavana;naspavano;naspavani;naspavane;naspavaše
brazdati;brazdam;brazdaš;brazdaše;brazdasmo;brazdana;brazdaju
razdrmati;razdrmam;razdrmaš;razdrma;razdrmasmo;razdrmana;razdrmaše
umarširati;umarširam;umarširaš;umaršira;umarširasmo;umarširate;umarširaše
zaključavati;zaključavan;zaključavana;zaključavano;zaključavani;zaključavane;zaključavajući
potjerati;potjeram;potjeraš;potjera;potjerasmo;potjerana;potjeraše
izračunavati;izračunavan;izračunavana;izračunavano;izračunavani;izračunavane;izračunavajući
izmiješati;izmiješah;izmiješaj;izmiješa;izmiješajmo;izmiješajte;izmiješaju
posumnjati;posumnjam;posumnjaš;posumnja;posumnjasmo;posumnjate;posumnjaše
rezervirati;rezerviram;rezerviraš;rezerviraše;rezervirasmo;rezervirate;rezerviraju
nadgledati;nadgledan;nadgledana;nadgledano;nadgledani;nadgledane;nadgledajući
poprskavati;poprskavan;poprskavana;poprskavano;poprskavani;poprskavane;poprskavajući
privatizirati;privatiziram;-;-;-;-;-
migati;migao;migala;migalo;migali;migale;migajući
opružati;opružao;opružala;opružalo;opružali;opružale;opružajući
preludirati;preludiram;preludiraše;preludiraše;preludirasmo;preludirate;preludiraju
dramatizirati;dramatiziram;dramatiziraše;dramatiziraše;dramatizirasmo;dramatizirate;dramatiziraše
pretpostavljati;pretpostavljam;-;pretpostavljaše;-;pretpostavljate;-
čeprkati;čeprkavši;čeprkaše;čeprkalo;čeprkasmo;čeprkale;čeprkahu
ispremještati;ispremještan;ispremještana;ispremještano;ispremještani;ispremještane;ispremještaše
podrapati;podrapan;podrapana;podrapano;podrapani;podrapane;podrapaše
rastrojavati;rastrojavan;rastrojavana;rastrojavano;rastrojavani;rastrojavane;rastrojavajući
natapati;natapan;natapaše;natapano;natapani;natapane;natapajući
biti;budnem;nijesi;bije;bijmo;nijeste;bit
uvijati;uvijam;uvijaše;uvijaše;uvijasmo;uvijana;uvijaju
onemoćati;onemoćavši;onemoćaš;onemoćalo;onemoćasmo;onemoćale;onemoćaše
praštati;praštam;praštaše;praštaše;praštasmo;praštana;praštaju
preslikati;preslikam;preslikaš;preslika;preslikasmo;preslikana;preslikaše
razuzdati;razuzdam;razuzdaj;razuzdade;razuzdamo;razuzdate;razuzdaju
gnjecati;gnjecan;gnjecana;gnjecano;gnjecani;gnjecane;gnjecaju
tempirati;tempiram;tempiraš;tempiraše;tempirasmo;tempirate;tempiraju
odgovarati;odgovaran;odgovarana;odgovarano;odgovarani;odgovarane;odgovarahu
polaskati;polaskam;polaskaš;polaska;polaskasmo;polaskajte;polaskaju
užurbati;užurbam;užurbaš;užurba;užurbasmo;užurbate;užurbaše
pohabati;pohaban;pohabana;pohabano;pohabani;pohabane;pohabaše
prljati;prljam;prljaše;prljaše;prljasmo;prljana;prljaju
ekspedirati;ekspediram;ekspediraše;ekspediraše;ekspedirasmo;ekspedirate;ekspediraše
ovladati;ovladan;ovladana;ovladano;ovladani;ovladane;ovladaše
bazirati;baziran;bazirana;bazirano;bazirani;bazirane;bazirajući
atakirati;atakiram;atakiraše;atakiraše;atakirasmo;atakirate;atakiraše
zapakirati;zapakiravši;zapakirana;zapakirano;zapakirani;zapakovane;zapakiraše
fućkati;fućkah;fućkaj;fućkalo;fućkajmo;fućkajte;fućkahu
presavijati;presavijan;presavijana;presavijano;presavijani;presavijane;presavijajući
strgati;strgam;strgaš;strga;strgasmo;strgana;strgaše
nadglasati;nadglasam;nadglasaš;nadglasa;nadglasasmo;nadglasate;nadglasaše
devetati;devetam;devetaše;devetaše;devetasmo;devetate;devetaju
razrješavati;razrješavam;-;-;-;-;-
pozivati;pozivam;pozivaše;pozivaše;pozivasmo;pozivano;pozivahu
poražavati;poražavan;poražavana;poražavana;poražavani;poražavana;poražavajući
šišati;šišam;sisaš;šišaše;šišasmo;šišane;šišaju
suzbijati;suzbijan;suzbijana;suzbijano;suzbijani;suzbijane;suzbijajući
pocijepati;pocjepan;pocijepaj;pocijepa;pocijepajmo;pocijepajte;pocijepaše
navijati;navijan;navijana;navijano;navijani;navijane;navijajući
magistrirati;magistriram;magistriraše;magistriraše;magistrirasmo;magistrirate;magistriraše
penetrirati;penetriravši;penetrirana;penetrirano;penetrirani;penetrirane;penetrirajući
kroatizirati;kroatiziravši;kroatizirana;kroatizirano;kroatizirani;kroatizirane;kroatizirajući
transportirati;transportiram;transportiraše;transportiraše;transportirasmo;transportirate;transportiraše
koncipirati;koncipiram;koncipirana;koncipirano;koncipirani;koncipirane;koncipirajući
linjati;linjao;linjaše;neka linja;linjasmo;linjate;linjajući
razmekšati;razmekšam;razmekšaš;razmekša;razmekšasmo;razmekšane;razmekšaše
zanovijetati;zanovijetam;zanovijetaš;zanovijetaše;zanovijetasmo;zanovijetate;zanovijetaju
izdrljati;izdrljan;izdrljana;izdrljano;izdrljani;izdrljane;izdrljaše
odgegati;odgegavši;odgegala;odgegalo;odgegali;odgegale;odgegaše
magnetizirati;magnetiziram;magnetiziraše;magnetiziraše;magnetizirasmo;magnetizirate;magnetiziraše
prespavati;prespavam;prespavaš;prespava;prespavasmo;prespavate;prespavaše
memorirati;memoriran;memorirana;memorirano;memorirani;memorirane;memoriraše
ujednačavati;ujednačavan;ujednačavana;ujednačavano;ujednačavani;ujednačavane;ujednačavajući
zabremzati;zabremzan;zabremzana;zabremzano;zabremzani;zabremzane;zabremzaše
izrastati;izrastan;izrastaj;izrastano;izrastajmo;izrastane;izrastajući
zaboravljati;zaboravljan;zaboravljana;zaboravljano;zaboravljani;zaboravljane;zaboravljahu
pjenušati;pjenušam;pjenušaše;pjenušaše;pjenušasmo;pjenušate;pjenušajući
ispadati;ispadam;ispadaše;ispadaše;ispadasmo;ispadate;ispadajući
tepati;tepam;tepaše;tepaše;tepasmo;tepate;tepaju
izbrbljati;-;-;-;-;-;-
kidnapirati;kidnapiraavši;kidnapirana;kidnapirano;kidnapirani;kidnapirane;kidnapirajući
izazivati;izazivljem;izazivlji;izazivlje;izazivljimo;izazivljite;izazivlju
kontaktirati;kontaktiram;kontaktiraše;kontaktiraše;kontaktirasmo;kontaktirate;kontaktirajući
selekcionirati;selekcioniravši;selekcionirana;selekcionirano;selekcionirani;selekcionirane;selekcionirajući
spajati;spajam;spajaše;spajaše;-;spajana;spajaju
deklamirati;deklamiram;deklamiraše;deklamiraše;deklamirasmo;deklamirana;deklamiraju
istrenirati;istreniran;istrenirana;istrenirano;istrenirani;istrenirane;istreniraše
napumpati;napumpan;napumpana;napumpano;napumpani;napumpane;napumpaše
vatirati;vatiram;vatiraše;vatiraše;vatirasmo;vatirate;vatiraše
razglašavati;razglašavan;razglašavana;razglašavano;razglašavani;razglašavane;razglašavajući
pirjati;pirjan;pirjana;pirjaše;pirjani;pirjane;pirjajući
uhodati;uhodam;uhodaš;uhoda;uhodasmo;uhodate;uhodaše
ubilježavati;ubilježavam;ubilježavaše;ubilježavaše;ubilježavasmo;ubilježavana;ubilježavaju
pridodavati;pridodavan;pridodavana;pridodavano;pridodavani;pridodavane;pridodajući
protepati;protepam;protepaš;protepa;protepasmo;protepate;protepaše
raspetljati;raspetljam;raspetljaš;raspetlja;raspetljasmo;raspetljana;raspetljaše
škartirati;škartiram;škartiraše;škartiraše;škartirasmo;škartirate;škartiraše
okončati;okončavši;okončaj;okončano;okončajmo;okončane;okončaju
izobličavati;izobličavan;izobličavana;izobličavano;izobličavani;izobličavane;izobličavajući
dekuražirati;dekuražiravši;dekuražirana;dekuražirano;dekuražirani;dekuražirane;dekuražirajući
obasipati;obasipan;obasipana;obasipano;obasipani;obasipane;obasipajući
zalepetati;zalepećem;zalepeći;zalepeta;zalepećimo;zalepećite;zalepeću
ekskomunicirati;ekskomuniciram;ekskomuniciraše;ekskomuniciraše;ekskomunicirasmo;ekskomunicirate;ekskomuniciraše
ozlovoljavati;ozlovoljavan;ozlovoljavana;ozlovoljavano;ozlovoljavani;ozlovoljavane;ozlovoljavajući
obraćati;obraćam;obraćaš;obraćaše;obraćamo;obraćale;obraćahu
rigati;rigam;rigaše;rigaše;rigasmo;rigate;rigaju
bacakati;bacakam;bacakaše;bacakaše;bacakasmo;bacakana;bacakaju
socijalizirati;socijaliziram;socijaliziraše;socijaliziraše;socijalizirasmo;socijalizirate;socijaliziraše
načičkati;načičkah;načičkaj;načička;načičkajmo;načičkajte;načičkat
dogegati;dogegavši;dogegala;dogegalo;dogegali;dogegale;dogegaše
mljackati;mljackao;mljackala;mljackalo;mljackali;mljackale;mljackajući
dobrzati;-;-;-;-;-;-
mućkati;mućkan;mućkana;mućkano;mućkani;mućkane;mućkajući
gravitirati;graviram;graviraše;graviraše;gravirasmo;gravirate;graviraju
inovirati;inoviravši;inovirana;inovirano;inovirani;inovirane;inovirajući
sijevati;sijevam;sijevaše;sijevaše;sijevasmo;sijevajući;sijevahu
izležavati;izležavan;izležavana;izležavano;izležavani;izležavane;izležavajući
galopirati;galopiram;galopiraše;galopiraše;galopirasmo;galopirate;galopiraše
promiješati;promiješam;promiješaš;promiješa;promiješasmo;promiješana;promiješaše
projicirati;projiciram;projiciraše;projiciraše;projicirasmo;projicirate;projiciraše
inkorporirati;inkorporiravši;inkorporirana;inkorporirano;inkorporirani;inkorporirane;inkorporirajući
utjerati;utjeram;utjeraš;utjera;utjerasmo;utjerana;utjeraše
pokrpati;pokrpam;pokrpaš;pokrpa;pokrpasmo;pokrpajte;pokrpat
prokišnjavati;prokišnjavam;prokišnjavaše;prokišnjavaše;prokišnjavasmo;prokišnjavate;prokišnjavaju
pakirati;pakiran;pakirana;pakirano;pakirani;pakirane;pakirajući
protrahirati;protrahiravši;protrahirana;protrahirano;protrahirani;protrahirane;neka protrahiraju
narihtati;narihtan;narihtana;narihtano;narihtani;narihtane;narihtaše
biti;budnem;nijesi;bije;bijmo;nijeste;bit
žmigati;žmigam;žmigaše;žmigaše;žmigasmo;žmigate;žmigahu
objašnjavati;objašnjavan;objašnjavana;objašnjavano;objašnjavani;objašnjavane;objašnjavajući
poplaćati;poplaćah;poplaćaj;poplaća;poplaćajmo;poplaćajte;poplaćat
raspjevati;raspjevam;raspjevaš;raspjeva;raspjevasmo;raspjevate;raspjevaše
našminkati;našminkan;našminkana;našminkalo;našminkani;našminkale;neka našminkaju
gonetati;gonetan;gonetana;gonetano;gonetani;gonetane;gonetaju
izritati;izritan;izritana;izritano;izritani;izritane;izritaše
pribadati;pribadan;pribadana;pribadano;pribadani;pribadane;pribadajući
izdržavati;izdržavan;izdržavana;izdržavano;izdržavani;izdržavane;izdržavahu
iskapati;iskapan;iskapana;iskapano;iskapani;iskapane;iskapajući
poprimati;popriman;poprimana;poprimana;poprimani;poprimana;poprimajući
izvijati;izvijavši;izvijana;izvijano;izvijani;izvijane;neka izvijaju
usporavati;usporavan;usporavana;usporavano;usporavani;usporavane;usporavajući
giljotinirati;giljotiniram;giljotiniraše;giljotiniraše;giljotinirasmo;giljotinirate;giljotiniraše
zgušnjavati;zgušnjavan;zgušnjavana;zgušnjavano;zgušnjavani;zgušnjavane;zgušnjavajući
glagoljati;glagoljam;glagoljaše;glagoljaše;glagoljasmo;glagoljate;glagoljajući
izjadati;izjadam;izjadaš;izjada;izjadasmo;izjadate;izjadaše
zveckati;zveckam;zveckaše;zveckaše;zveckasmo;zveckate;zveckahu
istkati;istkavši;istkana;istkano;istkani;istkane;neka istkaju
zauzimati;zauziman;zauzimana;zauzimano;zauzimani;zauzimane;zauzimahu
balegati;balegam;balegaš;balegaše;balegasmo;balegate;balegaju
zarolati;zarolavši;zarolana;zarolano;zarolani;zarolane;zarolajući
eskivirati;eskiviram;eskiviraše;eskiviraše;eskivirasmo;eskivirate;eskiviraše
tipkati;tipkam;tipkaše;tipkaše;tipkasmo;tipkana;tipkaju
ispucati;ispucavši;ispucaš;ispucano;ispucani;ispucale;ispucaše
iskrcavati;iskrcavan;iskrcavana;iskrcavano;iskrcavani;iskrcavane;iskrcavajući
zacementirati;zacementiram;zacementiraš;zacementira;zacementirasmo;zacementirana;zacementiraše
naribati;naribavši;naribaj;naribano;naribajmo;naribane;naribaše
čarati;čarah;čaraše;čaralo;čarali;čarale;čarajući
prekomandirati;prekomandiram;prekomandiraš;prekomandira;prekomandirasmo;prekomandirana;prekomandiraše
snivati;snivam;snivaše;snivaše;snivasmo;snivate;snivaju
zamucati;zamucavši;zamucala;zamucalo;zamucali;zamucale;neka zamucaju
smrskati;smrskam;smrskaš;smrska;smrskasmo;smrskate;smrskaše
distingvirati;distingviram;distingviraš;distingviraše;distingvirasmo;distingvirate;distingviraju
naklapati;naklapam;naklapaš;naklapaše;naklapasmo;naklapate;naklapaju
otkapčati;otkapčan;otkapčana;otkapčano;otkapčani;otkapčane;otkapčajući
izdrilati;izdrilam;izdrilaš;izdrila;izdrilasmo;izdrilana;izdrilaše
ganjati;ganjan;ganjana;ganjano;ganjani;ganjane;ganjajući
naslanjati;naslanjan;naslanjana;naslanjano;naslanjani;naslanjane;naslanjahu
zaurlati;zaurlavši;zaurlaš;zaurlalo;zaurlasmo;zaurlale;zaurlaju
pokarati;pokaram;pokaraš;pokara;pokarasmo;pokarajte;pokaraju
sprdati;sprdam;sprdaš;sprda;sprdasmo;sprdate;sprdaše
krivudati;krivudam;krivudaše;krivudaše;krivudasmo;krivudate;krivudaju
kobeljati;kobeljam;kobeljaše;kobeljaše;kobeljasmo;kobeljate;kobeljajući
oprobati;oprobavši;oprobaj;oprobano;oprobajmo;oprobane;oprobaše
deducirati;deduciram;deduciraše;deduciraše;deducirasmo;deducirate;deduciraše
mutirati;mutiram;mutiraše;mutiraše;mutirasmo;mutirate;mutirajući
zbrčkati;zbrčkavši;zbrčkana;zbrčkana;zbrčkani;zbrčkana;zbrčkana
plivati;plivam;plivaše;plivaše;plivasmo;plivate;plivahu
okušati;okušan;okušana;okušano;okušani;okušane;okušaše
pričekati;pričekam;pričeka;pričeka;pričekajmo;pričekate;pričekaju
izjašnjavati;izjašnjavan;izjašnjavana;izjašnjavano;izjašnjavani;izjašnjavane;izjašnjavajući
naučavati;naučavan;naučavana;naučavano;naučavani;naučavane;naučavahu
kompilirati;kompiliran;kompilirana;kompilirano;kompilirani;kompilirane;kompilirajući
inicirati;iniciran;inicirana;inicirano;inicirani;inicirane;iniciraše
pocrkati;pocrkam;pocrkaš;pocrka;pocrkasmo;pocrkate;pocrkaše
titulirati;tituliram;-;-;-;-;-
zapetljati;zapetljah;zapetljaj;zapetlja;zapetljajmo;zapetljajte;zapetljaju
zamumljati;zamumljam;zamumljaš;zamumlja;zamumljasmo;zamumljate;zamumljaše
boljševizirati;boljševiziram;boljševiziraše;boljševiziraše;boljševizirasmo;boljševizirate;boljševiziraše
obavljati;obavljan;obavljana;obavljano;obavljani;obavljane;obavljaju
glancati;glancam;glancaše;glancaše;glancasmo;glancana;glancaju
mahnitati;mahnitam;mahnitaše;mahnitaše;mahnitasmo;mahnitate;mahnitajući
ištipati;ištipan;ištipana;ištipano;ištipani;ištipane;ištipaše
izmozgati;izmozgavši;izmozgana;izmozgano;izmozgani;izmozgane;izmozgajući
verbalizirati;verbaliziravši;verbalizirana;verbalizirano;verbalizirani;verbalizirane;verbalizirajući
dodati;dodam;dodade;dodade;dodasmo;dodate;dodat
ščepati;ščepam;ščepa;ščepa;-;ščepana;ščepaju
ekranizirati;ekraniziram;ekraniziraše;ekraniziraše;ekranizirasmo;ekranizirate;ekraniziraše
cifrati;cifran;cifrano;cifrano;cifrani;cifrano;cifrano
bremzati;bremzan;bremzana;bremza;bremzani;bremzala;bremzajući
cendrati;cendravši;cendraše;cendraše;cendrasmo;cendrate;cendrajući
oduševljavati;oduševljavah;oduševljavaš;oduševljavalo;oduševljavasmo;oduševljavale;oduševljavajući
pogledati;pogledan;pogledana;pogledano;pogledani;pogledane;pogledajući
tamburati;tamburam;tamburaše;tamburaše;tamburasmo;tamburate;tamburaju
omotati;omotah;omotaj;omota;omotajmo;omotajte;omotaju
zarobljavati;zarobljavan;zarobljavana;zarobljavana;zarobljavani;zarobljavana;zarobljavajući
sjećati;sjećam;sjećaše;sjećaše;sjećamo;sjećajte;sjećaju
zgruhati;zgruham;zgruhana;zgruhano;zgruhani;zgruhane;zgruhaše
ljuljati;ljuljan;ljuljana;ljuljano;ljuljani;ljuljane;ljuljahu
uklanjati;uklanjavši;uklanjana;uklanjano;uklanjani;uklanjane;uklanjajući
obuhvaćati;obuhvaćan;obuhvaćana;obuhvaćano;obuhvaćani;obuhvaćane;obuhvaćahu
premarati;premaran;premarana;premarano;premarani;premarane;premarajući
smrkavati;smrkavao;smrkavala;neka smrkava;smrkavali;smrkavale;smrkavajući
bagerirati;bageriram;bageriraše;bageriraše;bagerirasmo;bagerirate;bageriraše
prognozirati;prognoziram;prognoziraše;prognoziraše;prognozirasmo;prognozirate;prognoziraše
fugirati;fugiram;fugiraš;fugiraše;fugirasmo;fugirate;fugiraju
ogledavati;ogledavan;ogledavana;ogledavano;ogledavani;ogledavane;ogledavaju
raspucati;raspucam;raspucaš;raspuca;raspucasmo;raspucate;raspucaše
pretvarati;pretvaram;pretvaraše;pretvaraše;-;pretvarana;pretvarahu
konzervirati;konzerviram;konzerviraš;konzerviraše;konzervirasmo;konzervirate;konzerviraju
parcelirati;parceliram;parceliraše;parceliraše;parcelirasmo;parcelirana;parceliraju
orgijati;orgijam;orgijaše;orgijaše;orgijasmo;orgijate;orgijajući
inhalirati;inhaliran;inhalirana;inhalirano;inhalirani;inhalirane;inhalirajući
otkidati;otkidan;otkidana;otkidano;otkidani;otkidane;otkidahu
pokapati;pokapam;pokapaš;pokapa;pokapasmo;pokapajte;pokapaju
korumpirati;korumpiram;korumpiraš;korumpiraše;korumpirasmo;korumpirate;korumpiraju
ispeglati;ispeglavši;ispeglaj;ispeglano;ispeglajmo;ispeglane;ispeglaše
iskušavati;iskušavan;iskušavaše;iskušavano;iskušavani;iskušavane;iskušavahu
zasvirati;zasviram;zasviraš;zasvira;zasvirasmo;zasvirate;zasviraše
naslikati;naslikavši;naslikala;naslikalo;naslikasmo;naslikale;naslikaju
viđati;viđam;viđaš;viđaše;viđasmo;viđana;viđahu
izdati;izdah;izdaš;izdade;izdasmo;izdaste;izdaše
izmarati;izmaran;izmarana;izmarano;izmarani;izmarane;izmarajući
umivati;umivan;umivana;umivano;umivani;umivane;umivajući
modulirati;moduliram;moduliraše;moduliraše;modulirasmo;modulirate;moduliraše
razumijevati;razumijevam;razumijevaše;razumijevaše;-;razumijevate;-
naborati;naboravši;naboraj;naborano;naborajmo;naborane;naboraše
isprebijati;isprebijam;isprebijaš;isprebija;isprebijasmo;isprebijate;isprebijaše
poravnati;poravnah;poravnaš;poravna;poravnajmo;poravnajte;poravnat
ljeskati;ljeskam;ljeskaše;ljeskaše;ljeskasmo;ljeskate;ljeskahu
utkati;utkam;utkaš;utka;utkasmo;utkane;utkaše
pocjepkati;pocjepkan;pocjepkana;pocjepkano;pocjepkani;pocjepkane;pocjepkaše
cjelivati;cjelivam;cjelivaše;cjelivaše;cjelivasmo;cjelivana;cjelivaju
istrpati;-;-;-;-;-;-
nutkati;nutkan;nutkana;nutkano;nutkani;nutkane;nutkaju
zapričati;zapričavši;zapričana;zapričana;zapričani;zapričana;zapričana
