nasukati;nasukam;nasukaš;nasuka;nasukamo;nasukate;nasukaju
trabunjati;trabunjam;trabunjaš;trabunja;trabunjamo;trabunjate;trabunjaju
pohitati;pohitam;pohitaš;pohita;pohitamo;pohitate;pohitaju
botanizirati;botaniziram;botaniziraš;botanizira;botaniziramo;botanizirate;botaniziraju
prožvakavati;prožvakavam;prožvakavaš;prožvakava;prožvakavamo;prožvakavate;prožvakavaju
pokoškati;pokoškam;pokoškaš;pokoška;pokoškamo;pokoškate;pokoškaju
zgrudati;zgrudam;zgrudaš;zgruda;zgrudamo;zgrudate;zgrudaju
minirati;miniram;miniraš;minira;miniramo;minirate;miniraju
prorajtati;prorajtam;prorajtaš;prorajta;prorajtamo;prorajtate;prorajtaju
umiješati;umiješam;umiješaš;umiješa;umiješamo;umiješate;umiješaju
zagipsati;zagipsam;zagipsaš;zagipsa;zagipsamo;zagipsate;zagipsaju
nadati;nadam;nadaš;nada;nadamo;nadate;nadaju
pitati;pitam;pitaš;pita;pitamo;pitate;pitaju
peckati;peckam;peckaš;pecka;peckamo;peckate;peckaju
napadati;napadam;napadaš;napada;napadamo;napadate;napadaju
sedlati;sedlam;sedlaš;sedla;sedlamo;sedlate;sedlaju
pružati;pružam;pružaš;pruža;pružamo;pružate;pružaju
zavitlavati;zavitlavam;zavitlavaš;zavitlava;zavitlavamo;zavitlavate;zavitlavaju
zavađati;zavađam;zavađaš;zavađa;zavađamo;zavađate;zavađaju
ukrcavati;ukrcavam;ukrcavaš;ukrcava;ukrcavamo;ukrcavate;ukrcavaju
zaprljati;zaprljam;zaprljaš;zaprlja;zaprljamo;zaprljate;zaprljaju
granati;granam;granaš;grana;granamo;granate;granaju
komandirati;komandiram;komandiraš;komandira;komandiramo;komandirate;komandiraju
ugrizati;ugrizam;ugrizaš;ugriza;ugrizamo;ugrizate;ugrizaju
žirirati;žiriram;žiriraš;žirira;žiriramo;žirirate;žiriraju
ostavljati;ostavljam;ostavljaš;ostavlja;ostavljamo;ostavljate;ostavljaju
prianjati;prianjam;prianjaš;prianja;prianjamo;prianjate;prianjaju
kuckati;kuckam;kuckaš;kucka;kuckamo;kuckate;kuckaju
zabijati;zabijam;zabijaš;zabija;zabijamo;zabijate;zabijaju
proigrati;proigram;proigraš;proigra;proigramo;proigrate;proigraju
obećati;obećam;obećaš;obeća;obećamo;obećate;obećaju
naspavati;naspavam;naspavaš;naspava;naspavamo;naspavate;naspavaju
brazdati;brazdam;brazdaš;brazda;brazdamo;brazdate;brazdaju
razdrmati;razdrmam;razdrmaš;razdrma;razdrmamo;razdrmate;razdrmaju
umarširati;umarširam;umarširaš;umaršira;umarširamo;umarširate;umarširaju
zaključavati;zaključavam;zaključavaš;zaključava;zaključavamo;zaključavate;zaključavaju
potjerati;potjeram;potjeraš;potjera;potjeramo;potjerate;potjeraju
izračunavati;izračunavam;izračunavaš;izračunava;izračunavamo;izračunavate;izračunavaju
izmiješati;izmiješam;izmiješaš;izmiješa;izmiješamo;izmiješate;izmiješaju
posumnjati;posumnjam;posumnjaš;posumnja;posumnjamo;posumnjate;posumnjaju
rezervirati;rezerviram;rezerviraš;rezervira;rezerviramo;rezervirate;rezerviraju
nadgledati;nadgledam;nadgledaš;nadgleda;nadgledamo;nadgledate;nadgledaju
poprskavati;poprskavam;poprskavaš;poprskava;poprskavamo;poprskavate;poprskavaju
privatizirati;privatiziram;privatiziraš;privatizira;privatiziramo;privatizirate;privatiziraju
migati;migam;migaš;miga;migamo;migate;migaju
opružati;opružam;opružaš;opruža;opružamo;opružate;opružaju
preludirati;preludiram;preludiraš;preludira;preludiramo;preludirate;preludiraju
dramatizirati;dramatiziram;dramatiziraš;dramatizira;dramatiziramo;dramatizirate;dramatiziraju
pretpostavljati;pretpostavljam;pretpostavljaš;pretpostavlja;pretpostavljamo;pretpostavljate;pretpostavljaju
čeprkati;čeprkam;čeprkaš;čeprka;čeprkamo;čeprkate;čeprkaju
ispremještati;ispremještam;ispremještaš;ispremješta;ispremještamo;ispremještate;ispremještaju
podrapati;podrapam;podrapaš;podrapa;podrapamo;podrapate;podrapaju
rastrojavati;rastrojavam;rastrojavaš;rastrojava;rastrojavamo;rastrojavate;rastrojavaju
natapati;natapam;natapaš;natapa;natapamo;natapate;natapaju
biti;bim;biš;bi;bimo;bite;be
uvijati;uvijam;uvijaš;uvija;uvijamo;uvijate;uvijaju
onemoćati;onemoćam;onemoćaš;onemoća;onemoćamo;onemoćate;onemoćaju
praštati;praštam;praštaš;prašta;praštamo;praštate;praštaju
preslikati;preslikam;preslikaš;preslika;preslikamo;preslikate;preslikaju
razuzdati;razuzdam;razuzdaš;razuzda;razuzdamo;razuzdate;razuzdaju
gnjecati;gnjecam;gnjecaš;gnjeca;gnjecamo;gnjecate;gnjecaju
tempirati;tempiram;tempiraš;tempira;tempiramo;tempirate;tempiraju
odgovarati;odgovaram;odgovaraš;odgovara;odgovaramo;odgovarate;odgovaraju
polaskati;polaskam;polaskaš;polaska;polaskamo;polaskate;polaskaju
užurbati;užurbam;užurbaš;užurba;užurbamo;užurbate;užurbaju
pohabati;pohabam;pohabaš;pohaba;pohabamo;pohabate;pohabaju
prljati;prljam;prljaš;prlja;prljamo;prljate;prljaju
ekspedirati;ekspediram;ekspediraš;ekspedira;ekspediramo;ekspedirate;ekspediraju
ovladati;ovladam;ovladaš;ovlada;ovladamo;ovladate;ovladaju
bazirati;baziram;baziraš;bazira;baziramo;bazirate;baziraju
atakirati;atakiram;atakiraš;atakira;atakiramo;atakirate;atakiraju
zapakirati;zapakiram;zapakiraš;zapakira;zapakiramo;zapakirate;zapakiraju
fućkati;fućkam;fućkaš;fućka;fućkamo;fućkate;fućkaju
presavijati;presavijam;presavijaš;presavija;presavijamo;presavijate;presavijaju
strgati;strgam;strgaš;strga;strgamo;strgate;strgaju
nadglasati;nadglasam;nadglasaš;nadglasa;nadglasamo;nadglasate;nadglasaju
devetati;devetam;devetaš;deveta;devetamo;devetate;devetaju
razrješavati;razrješavam;razrješavaš;razrješava;razrješavamo;razrješavate;razrješavaju
pozivati;pozivam;pozivaš;poziva;pozivamo;pozivate;pozivaju
poražavati;poražavam;poražavaš;poražava;poražavamo;poražavate;poražavaju
šišati;šišam;šišaš;šiša;šišamo;šišate;šišaju
suzbijati;suzbijam;suzbijaš;suzbija;suzbijamo;suzbijate;suzbijaju
pocijepati;pocijepam;pocijepaš;pocijepa;pocijepamo;pocijepate;pocijepaju
navijati;navijam;navijaš;navija;navijamo;navijate;navijaju
magistrirati;magistriram;magistriraš;magistrira;magistriramo;magistrirate;magistriraju
penetrirati;penetriram;penetriraš;penetrira;penetriramo;penetrirate;penetriraju
kroatizirati;kroatiziram;kroatiziraš;kroatizira;kroatiziramo;kroatizirate;kroatiziraju
transportirati;transportiram;transportiraš;transportira;transportiramo;transportirate;transportiraju
koncipirati;koncipiram;koncipiraš;koncipira;koncipiramo;koncipirate;koncipiraju
linjati;linjam;linjaš;linja;linjamo;linjate;linjaju
razmekšati;razmekšam;razmekšaš;razmekša;razmekšamo;razmekšate;razmekšaju
zanovijetati;zanovijetam;zanovijetaš;zanovijeta;zanovijetamo;zanovijetate;zanovijetaju
izdrljati;izdrljam;izdrljaš;izdrlja;izdrljamo;izdrljate;izdrljaju
odgegati;odgegam;odgegaš;odgega;odgegamo;odgegate;odgegaju
magnetizirati;magnetiziram;magnetiziraš;magnetizira;magnetiziramo;magnetizirate;magnetiziraju
prespavati;prespavam;prespavaš;prespava;prespavamo;prespavate;prespavaju
memorirati;memoriram;memoriraš;memorira;memoriramo;memorirate;memoriraju
ujednačavati;ujednačavam;ujednačavaš;ujednačava;ujednačavamo;ujednačavate;ujednačavaju
zabremzati;zabremzam;zabremzaš;zabremza;zabremzamo;zabremzate;zabremzaju
izrastati;izrastam;izrastaš;izrasta;izrastamo;izrastate;izrastaju
zaboravljati;zaboravljam;zaboravljaš;zaboravlja;zaboravljamo;zaboravljate;zaboravljaju
pjenušati;pjenušam;pjenušaš;pjenuša;pjenušamo;pjenušate;pjenušaju
ispadati;ispadam;ispadaš;ispada;ispadamo;ispadate;ispadaju
tepati;tepam;tepaš;tepa;tepamo;tepate;tepaju
izbrbljati;izbrbljam;izbrbljaš;izbrblja;izbrbljamo;izbrbljate;izbrbljaju
kidnapirati;kidnapiram;kidnapiraš;kidnapira;kidnapiramo;kidnapirate;kidnapiraju
izazivati;izazivam;izazivaš;izaziva;izazivamo;izazivate;izazivaju
kontaktirati;kontaktiram;kontaktiraš;kontaktira;kontaktiramo;kontaktirate;kontaktiraju
selekcionirati;selekcioniram;selekcioniraš;selekcionira;selekcioniramo;selekcionirate;selekcioniraju
spajati;spajam;spajaš;spaja;spajamo;spajate;spajaju
deklamirati;deklamiram;deklamiraš;deklamira;deklamiramo;deklamirate;deklamiraju
istrenirati;istreniram;istreniraš;istrenira;istreniramo;istrenirate;istreniraju
napumpati;napumpam;napumpaš;napumpa;napumpamo;napumpate;napumpaju
vatirati;vatiram;vatiraš;vatira;vatiramo;vatirate;vatiraju
razglašavati;razglašavam;razglašavaš;razglašava;razglašavamo;razglašavate;razglašavaju
pirjati;pirjam;pirjaš;pirja;pirjamo;pirjate;pirjaju
uhodati;uhodam;uhodaš;uhoda;uhodamo;uhodate;uhodaju
ubilježavati;ubilježavam;ubilježavaš;ubilježava;ubilježavamo;ubilježavate;ubilježavaju
pridodavati;pridodavam;pridodavaš;pridodava;pridodavamo;pridodavate;pridodavaju
protepati;protepam;protepaš;protepa;protepamo;protepate;protepaju
raspetljati;raspetljam;raspetljaš;raspetlja;raspetljamo;raspetljate;raspetljaju
škartirati;škartiram;škartiraš;škartira;škartiramo;škartirate;škartiraju
okončati;okončam;okončaš;okonča;okončamo;okončate;okončaju
izobličavati;izobličavam;izobličavaš;izobličava;izobličavamo;izobličavate;izobličavaju
dekuražirati;dekuražiram;dekuražiraš;dekuražira;dekuražiramo;dekuražirate;dekuražiraju
obasipati;obasipam;obasipaš;obasipa;obasipamo;obasipate;obasipaju
zalepetati;zalepetam;zalepetaš;zalepeta;zalepetamo;zalepetate;zalepetaju
ekskomunicirati;ekskomuniciram;ekskomuniciraš;ekskomunicira;ekskomuniciramo;ekskomunicirate;ekskomuniciraju
ozlovoljavati;ozlovoljavam;ozlovoljavaš;ozlovoljava;ozlovoljavamo;ozlovoljavate;ozlovoljavaju
obraćati;obraćam;obraćaš;obraća;obraćamo;obraćate;obraćaju
rigati;rigam;rigaš;riga;rigamo;rigate;rigaju
bacakati;bacakam;bacakaš;bacaka;bacakamo;bacakate;bacakaju
socijalizirati;socijaliziram;socijaliziraš;socijalizira;socijaliziramo;socijalizirate;socijaliziraju
načičkati;načičkam;načičkaš;načička;načičkamo;načičkate;načičkaju
dogegati;dogegam;dogegaš;dogega;dogegamo;dogegate;dogegaju
mljackati;mljackam;mljackaš;mljacka;mljackamo;mljackate;mljackaju
dobrzati;dobrzam;dobrzaš;dobrza;dobrzamo;dobrzate;dobrzaju
mućkati;mućkam;mućkaš;mućka;mućkamo;mućkate;mućkaju
gravitirati;gravitiram;gravitiraš;gravitira;gravitiramo;gravitirate;gravitiraju
inovirati;inoviram;inoviraš;inovira;inoviramo;inovirate;inoviraju
sijevati;sijevam;sijevaš;sijeva;sijevamo;sijevate;sijevaju
izležavati;izležavam;izležavaš;izležava;izležavamo;izležavate;izležavaju
galopirati;galopiram;galopiraš;galopira;galopiramo;galopirate;galopiraju
promiješati;promiješam;promiješaš;promiješa;promiješamo;promiješate;promiješaju
projicirati;projiciram;projiciraš;projicira;projiciramo;projicirate;projiciraju
inkorporirati;inkorporiram;inkorporiraš;inkorporira;inkorporiramo;inkorporirate;inkorporiraju
utjerati;utjeram;utjeraš;utjera;utjeramo;utjerate;utjeraju
pokrpati;pokrpam;pokrpaš;pokrpa;pokrpamo;pokrpate;pokrpaju
prokišnjavati;prokišnjavam;prokišnjavaš;prokišnjava;prokišnjavamo;prokišnjavate;prokišnjavaju
pakirati;pakiram;pakiraš;pakira;pakiramo;pakirate;pakiraju
protrahirati;protrahiram;protrahiraš;protrahira;protrahiramo;protrahirate;protrahiraju
narihtati;narihtam;narihtaš;narihta;narihtamo;narihtate;narihtaju
biti;bim;biš;bi;bimo;bite;be
žmigati;žmigam;žmigaš;žmiga;žmigamo;žmigate;žmigaju
objašnjavati;objašnjavam;objašnjavaš;objašnjava;objašnjavamo;objašnjavate;objašnjavaju
poplaćati;poplaćam;poplaćaš;poplaća;poplaćamo;poplaćate;poplaćaju
raspjevati;raspjevam;raspjevaš;raspjeva;raspjevamo;raspjevate;raspjevaju
našminkati;našminkam;našminkaš;našminka;našminkamo;našminkate;našminkaju
gonetati;gonetam;gonetaš;goneta;gonetamo;gonetate;gonetaju
izritati;izritam;izritaš;izrita;izritamo;izritate;izritaju
pribadati;pribadam;pribadaš;pribada;pribadamo;pribadate;pribadaju
izdržavati;izdržavam;izdržavaš;izdržava;izdržavamo;izdržavate;izdržavaju
iskapati;iskapam;iskapaš;iskapa;iskapamo;iskapate;iskapaju
poprimati;poprimam;poprimaš;poprima;poprimamo;poprimate;poprimaju
izvijati;izvijam;izvijaš;izvija;izvijamo;izvijate;izvijaju
usporavati;usporavam;usporavaš;usporava;usporavamo;usporavate;usporavaju
giljotinirati;giljotiniram;giljotiniraš;giljotinira;giljotiniramo;giljotinirate;giljotiniraju
zgušnjavati;zgušnjavam;zgušnjavaš;zgušnjava;zgušnjavamo;zgušnjavate;zgušnjavaju
glagoljati;glagoljam;glagoljaš;glagolja;glagoljamo;glagoljate;glagoljaju
izjadati;izjadam;izjadaš;izjada;izjadamo;izjadate;izjadaju
zveckati;zveckam;zveckaš;zvecka;zveckamo;zveckate;zveckaju
istkati;istkam;istkaš;istka;istkamo;istkate;istkaju
zauzimati;zauzimam;zauzimaš;zauzima;zauzimamo;zauzimate;zauzimaju
balegati;balegam;balegaš;balega;balegamo;balegate;balegaju
zarolati;zarolam;zarolaš;zarola;zarolamo;zarolate;zarolaju
eskivirati;eskiviram;eskiviraš;eskivira;eskiviramo;eskivirate;eskiviraju
tipkati;tipkam;tipkaš;tipka;tipkamo;tipkate;tipkaju
ispucati;ispucam;ispucaš;ispuca;ispucamo;ispucate;ispucaju
iskrcavati;iskrcavam;iskrcavaš;iskrcava;iskrcavamo;iskrcavate;iskrcavaju
zacementirati;zacementiram;zacementiraš;zacementira;zacementiramo;zacementirate;zacementiraju
naribati;naribam;naribaš;nariba;naribamo;naribate;naribaju
čarati;čaram;čaraš;čara;čaramo;čarate;čaraju
prekomandirati;prekomandiram;prekomandiraš;prekomandira;prekomandiramo;prekomandirate;prekomandiraju
snivati;snivam;snivaš;sniva;snivamo;snivate;snivaju
zamucati;zamucam;zamucaš;zamuca;zamucamo;zamucate;zamucaju
smrskati;smrskam;smrskaš;smrska;smrskamo;smrskate;smrskaju
distingvirati;distingviram;distingviraš;distingvira;distingviramo;distingvirate;distingviraju
naklapati;naklapam;naklapaš;naklapa;naklapamo;naklapate;naklapaju
otkapčati;otkapčam;otkapčaš;otkapča;otkapčamo;otkapčate;otkapčaju
izdrilati;izdrilam;izdrilaš;izdrila;izdrilamo;izdrilate;izdrilaju
ganjati;ganjam;ganjaš;ganja;ganjamo;ganjate;ganjaju
naslanjati;naslanjam;naslanjaš;naslanja;naslanjamo;naslanjate;naslanjaju
zaurlati;zaurlam;zaurlaš;zaurla;zaurlamo;zaurlate;zaurlaju
pokarati;pokaram;pokaraš;pokara;pokaramo;pokarate;pokaraju
sprdati;sprdam;sprdaš;sprda;sprdamo;sprdate;sprdaju
krivudati;krivudam;krivudaš;krivuda;krivudamo;krivudate;krivudaju
kobeljati;kobeljam;kobeljaš;kobelja;kobeljamo;kobeljate;kobeljaju
oprobati;oprobam;oprobaš;oproba;oprobamo;oprobate;oprobaju
deducirati;deduciram;deduciraš;deducira;deduciramo;deducirate;deduciraju
mutirati;mutiram;mutiraš;mutira;mutiramo;mutirate;mutiraju
zbrčkati;zbrčkam;zbrčkaš;zbrčka;zbrčkamo;zbrčkate;zbrčkaju
plivati;plivam;plivaš;pliva;plivamo;plivate;plivaju
okušati;okušam;okušaš;okuša;okušamo;okušate;okušaju
pričekati;pričekam;pričekaš;pričeka;pričekamo;pričekate;pričekaju
izjašnjavati;izjašnjavam;izjašnjavaš;izjašnjava;izjašnjavamo;izjašnjavate;izjašnjavaju
naučavati;naučavam;naučavaš;naučava;naučavamo;naučavate;naučavaju
kompilirati;kompiliram;kompiliraš;kompilira;kompiliramo;kompilirate;kompiliraju
inicirati;iniciram;iniciraš;inicira;iniciramo;inicirate;iniciraju
pocrkati;pocrkam;pocrkaš;pocrka;pocrkamo;pocrkate;pocrkaju
titulirati;tituliram;tituliraš;titulira;tituliramo;titulirate;tituliraju
zapetljati;zapetljam;zapetljaš;zapetlja;zapetljamo;zapetljate;zapetljaju
zamumljati;zamumljam;zamumljaš;zamumlja;zamumljamo;zamumljate;zamumljaju
boljševizirati;boljševiziram;boljševiziraš;boljševizira;boljševiziramo;boljševizirate;boljševiziraju
obavljati;obavljam;obavljaš;obavlja;obavljamo;obavljate;obavljaju
glancati;glancam;glancaš;glanca;glancamo;glancate;glancaju
mahnitati;mahnitam;mahnitaš;mahnita;mahnitamo;mahnitate;mahnitaju
ištipati;ištipam;ištipaš;ištipa;ištipamo;ištipate;ištipaju
izmozgati;izmozgam;izmozgaš;izmozga;izmozgamo;izmozgate;izmozgaju
verbalizirati;verbaliziram;verbaliziraš;verbalizira;verbaliziramo;verbalizirate;verbaliziraju
dodati;dodam;dodaš;doda;dodamo;dodate;dodaju
ščepati;ščepam;ščepaš;ščepa;ščepamo;ščepate;ščepaju
ekranizirati;ekraniziram;ekraniziraš;ekranizira;ekraniziramo;ekranizirate;ekraniziraju
cifrati;cifram;cifraš;cifra;ciframo;cifrate;cifraju
bremzati;bremzam;bremzaš;bremza;bremzamo;bremzate;bremzaju
cendrati;cendram;cendraš;cendra;cendramo;cendrate;cendraju
oduševljavati;oduševljavam;oduševljavaš;oduševljava;oduševljavamo;oduševljavate;oduševljavaju
pogledati;pogledam;pogledaš;pogleda;pogledamo;pogledate;pogledaju
tamburati;tamburam;tamburaš;tambura;tamburamo;tamburate;tamburaju
omotati;omotam;omotaš;omota;omotamo;omotate;omotaju
zarobljavati;zarobljavam;zarobljavaš;zarobljava;zarobljavamo;zarobljavate;zarobljavaju
sjećati;sjećam;sjećaš;sjeća;sjećamo;sjećate;sjećaju
zgruhati;zgruham;zgruhaš;zgruha;zgruhamo;zgruhate;zgruhaju
ljuljati;ljuljam;ljuljaš;ljulja;ljuljamo;ljuljate;ljuljaju
uklanjati;uklanjam;uklanjaš;uklanja;uklanjamo;uklanjate;uklanjaju
obuhvaćati;obuhvaćam;obuhvaćaš;obuhvaća;obuhvaćamo;obuhvaćate;obuhvaćaju
premarati;premaram;premaraš;premara;premaramo;premarate;premaraju
smrkavati;smrkavam;smrkavaš;smrkava;smrkavamo;smrkavate;smrkavaju
bagerirati;bageriram;bageriraš;bagerira;bageriramo;bagerirate;bageriraju
prognozirati;prognoziram;prognoziraš;prognozira;prognoziramo;prognozirate;prognoziraju
fugirati;fugiram;fugiraš;fugira;fugiramo;fugirate;fugiraju
ogledavati;ogledavam;ogledavaš;ogledava;ogledavamo;ogledavate;ogledavaju
raspucati;raspucam;raspucaš;raspuca;raspucamo;raspucate;raspucaju
pretvarati;pretvaram;pretvaraš;pretvara;pretvaramo;pretvarate;pretvaraju
konzervirati;konzerviram;konzerviraš;konzervira;konzerviramo;konzervirate;konzerviraju
parcelirati;parceliram;parceliraš;parcelira;parceliramo;parcelirate;parceliraju
orgijati;orgijam;orgijaš;orgija;orgijamo;orgijate;orgijaju
inhalirati;inhaliram;inhaliraš;inhalira;inhaliramo;inhalirate;inhaliraju
otkidati;otkidam;otkidaš;otkida;otkidamo;otkidate;otkidaju
pokapati;pokapam;pokapaš;pokapa;pokapamo;pokapate;pokapaju
korumpirati;korumpiram;korumpiraš;korumpira;korumpiramo;korumpirate;korumpiraju
ispeglati;ispeglam;ispeglaš;ispegla;ispeglamo;ispeglate;ispeglaju
iskušavati;iskušavam;iskušavaš;iskušava;iskušavamo;iskušavate;iskušavaju
zasvirati;zasviram;zasviraš;zasvira;zasviramo;zasvirate;zasviraju
naslikati;naslikam;naslikaš;naslika;naslikamo;naslikate;naslikaju
viđati;viđam;viđaš;viđa;viđamo;viđate;viđaju
izdati;izdam;izdaš;izda;izdamo;izdate;izdaju
izmarati;izmaram;izmaraš;izmara;izmaramo;izmarate;izmaraju
umivati;umivam;umivaš;umiva;umivamo;umivate;umivaju
modulirati;moduliram;moduliraš;modulira;moduliramo;modulirate;moduliraju
razumijevati;razumijevam;razumijevaš;razumijeva;razumijevamo;razumijevate;razumijevaju
naborati;naboram;naboraš;nabora;naboramo;naborate;naboraju
isprebijati;isprebijam;isprebijaš;isprebija;isprebijamo;isprebijate;isprebijaju
poravnati;poravnam;poravnaš;poravna;poravnamo;poravnate;poravnaju
ljeskati;ljeskam;ljeskaš;ljeska;ljeskamo;ljeskate;ljeskaju
utkati;utkam;utkaš;utka;utkamo;utkate;utkaju
pocjepkati;pocjepkam;pocjepkaš;pocjepka;pocjepkamo;pocjepkate;pocjepkaju
cjelivati;cjelivam;cjelivaš;cjeliva;cjelivamo;cjelivate;cjelivaju
istrpati;istrpam;istrpaš;istrpa;istrpamo;istrpate;istrpaju
nutkati;nutkam;nutkaš;nutka;nutkamo;nutkate;nutkaju
zapričati;zapričam;zapričaš;zapriča;zapričamo;zapričate;zapričaju
evocirati;evociram;evociraš;evocira;evociramo;evocirate;evociraju
formulirati;formuliram;formuliraš;formulira;formuliramo;formulirate;formuliraju
jurišati;jurišam;jurišaš;juriša;jurišamo;jurišate;jurišaju
omekšati;omekšam;omekšaš;omekša;omekšamo;omekšate;omekšaju
jenjavati;jenjavam;jenjavaš;jenjava;jenjavamo;jenjavate;jenjavaju
boksati;boksam;boksaš;boksa;boksamo;boksate;boksaju
ordinirati;ordiniram;ordiniraš;ordinira;ordiniramo;ordinirate;ordiniraju
supstituirati;supstituiram;supstituiraš;supstituira;supstituiramo;supstituirate;supstituiraju
