glagoli  |  top2     
glumovati: jem, am
zakukurijeknuti: em, im
oružnjeti: im, am
košavati: am, im
polavljati: am, im
potamnjeti: im, em
preodjenuti: em, im
zanijemjeti: em, im
zonirati: am, em
isplazivati: jem, am
uspuhati: em, jem
provirivati: jem, am
škropljivati: jem, am
okukati: am, em
udijevati: am, jem
proglašivati: jem, am
izvrcati: am, em
cijukati: em, im
pljevljivati: jem, am
sprovađati: am, em
navezati: em, im
utrgati: am, im
profiniti: im, jem
gibavati: am, jem
zagospodovati: jem, am
popišmanjivati: jem, am
došuljavati: am, jem
gnjecaviti: im, am
nalajati: jem, am
nasoliti: im, jem
prorešetavati: am, im
stesati: em, am
okomotavati: am, im
dosmucati: am, im
iscvjetati: am, im
razastrti: em, jem
izbetonirati: am, em
okrasti: em, jem
pomazivati: jem, am
zazidavati: am, em
praizvoditi: im, am
okaljavati: am, jem
teći: em, im
zasvjetljivati: jem, am
pipavati: am, im
protkati: am, em
sanositi: im, am
uvrežavati: am, im
razapinjati: jem, am
moravati: am, jem
unovačiti: im, jem
uhlađivati: jem, am
pougljeniti: im, jem
mercerizirati: am, im
krabuljivati: jem, am
uzvrtjeti: im, am
trostručiti: im, jem
načupati: am, im
pobrisati: em, am
preusmjerivati: jem, am
porumenjivati: jem, em
mnogostručiti: im, jem
duljivati: jem, am
indeksirati: am, im
zašivati: am, em
štećivati: jem, am
robotizirati: am, em
raspoređivati: jem, am
potrostručiti: im, jem
kajđivati: jem, am
sokoljivati: jem, am
šiljati: am, im
labaviti: im, am
natrackati: am, im
dojađivati: jem, am
seknuti: em, im
ušorivati: jem, am
maćati: am, em
namjerati: am, im
poplahnjivati: jem, am
kliberiti: im, am
koračiti: im, jem
transfundirati: am, im
željakati: am, em
dospijevati: am, jem
prekivati: jem, am
prohladiti: im, jem
razglaviti: im, jem
ostariti: im, jem
ištekati: am, em
othrvavati: am, im
poskupljivati: jem, am
zamrežiti: im, jem
preporađati: am, em
zjaknuti: em, im
pokatoličiti: im, jem
dlakavjeti: im, am
duhovljavati: am, jem
repatrirati: am, em
raspuštati: am, im
rashuktati: em, am
trpavati: am, im
vrtložiti: im, jem
tuđivati: jem, am
mumuljiti: im, jem
uteturati: am, em
kamatariti: im, jem
špinčiti: im, am
parolašiti: im, jem
šobotati: am, em
sleginjati: jem, em
prosviravati: am, jem
potkovati: jem, am
ugurati: am, em
oparivati: jem, am
spikati: am, em
dušiti: im, jem
telekomandirati: am, im
prokrčiti: im, am
prosjecati: am, em
zapackavati: am, im
zašiti: im, em
šljapkati: am, em
granavati: am, jem
prokljucati: am, em
hrvatiti: im, am
zasuknuti: em, im
otpjevušiti: im, jem
napućiti: im, em
klaparati: am, im
unerediti: im, am
trepanirati: am, em
odlubljivati: jem, am
dalečivati: jem, am
opotrebiti: im, am
poređivati: jem, am
odsijevati: am, jem
izviriti: im, jem
šeprtljati: im, am
prokljuvljivati: jem, am
doštampavati: am, im
ožutiti: im, am
nakrckati: am, im
ušutkavati: am, im
sevapiti: jem, im
gnjetavati: am, im
destimulirati: am, im
čemeriti: im, jem
zaderavati: am, jem
kovrčavati: am, im
začitavati: am, im
upamćivati: jem, am
asanirati: am, em
stršati: am, im
raznježivati: jem, em
bahatiti: im, jem
mekoputiti: im, jem
izbrijavati: am, jem
komotiti: im, am
apretirati: am, em
spljošćivati: jem, am
umrviti: im, am
mamuznuti: em, im
poštenjivati: jem, am
pritjerati: im, am
zašuperiti: im, jem
kovertirati: am, im
odsluživati: jem, am
prokuhavati: am, im
islabiti: im, jem
zajutriti: im, am
uzveravati: am, jem
izvršivati: jem, am
ćalabrcnuti: em, im
tiskivati: am, jem
srkivati: jem, am
zaćoriti: im, am
začinjati: am, em
vojačiti: im, jem
nadostavljati: am, em
napletati: em, am
pepeljivati: jem, am
sunetiti: im, am
pričestiti: im, am
sluškivati: jem, am
podrezivati: am, jem
naklobučiti: im, am
indosirati: am, em
otpirivati: jem, am
badavadžiti: im, jem
prigledavati: am, jem
zelenjivati: jem, em
prozračivati: jem, am
raskriti: im, jem
brendirati: am, em
pirjaniti: im, jem
presaldumljivati: jem, am
premahnuti: em, im
seravati: am, jem
prestupati: am, im
uzići: em, am
učarati: am, im
smakati: em, am
krznuti: em, im
zakonjivati: jem, am
kaišariti: im, jem
ovršivati: jem, am
pripaliti: im, em
zaglibiti: im, am
psikati: am, em
smijuljiti: im, jem
bajbučiti: im, am
pročišćavati: am, jem
crnčiti: im, am
kljaštriti: im, am
tiktakati: am, em
poudati: am, im
demontirati: am, im
nacrtkati: am, em
odsipati: am, im
zarevati: jem, em
pahivati: jem, am
zabubavati: am, jem
uštavljivati: am, jem
blisnuti: em, jem
snoćati: am, em
deratizirati: am, em
češnuti: em, im
modrjeti: im, jem
dogmiziti: im, em
huktavati: am, im
podbiti: ijem, im
zasićivati: jem, am
kršćivati: jem, am
žderavati: am, jem
švapčariti: im, jem
hračkati: am, im
rashodati: am, im
džezirati: am, im
nagljivati: jem, am
ćosavjeti: im, am
diversificirati: am, im
letiti: im, ijem
razvlastiti: im, am
zamrziti: im, em
batkati: am, em
uzobijestiti: im, jem
deštrigati: am, im
preručiti: im, jem
mineralizirati: am, em
tinuti: em, im
manifestirati: am, em
kvotirati: am, em
zadavati: am, jem
presvođiti: im, am
pošarati: am, em
odšaputati: am, em
sklađivati: jem, am
gušćivati: jem, am
demagnetizirati: am, im
ozbiljivati: jem, am
prespajati: am, jem
iskresavati: em, jem
zalječivati: jem, am
natruniti: im, jem
zaprezati: em, am
mekopućivati: jem, am
utabavati: am, jem
proliferirati: am, em
rasknjižiti: im, jem
raskrivati: am, jem
sračunati: am, em
lomatati: am, em
bogaljiti: im, ijem
dozibati: am, em
smuvati: am, jem
zakrijesiti: im, em
ušećeriti: im, jem
skvotirati: am, em
buteljirati: am, em
krčkati: am, im
osokoljivati: jem, am
izilaziti: im, em
kopuniti: im, jem
raskomadavati: am, jem
umučati: im, jem
preteknuti: em, jem
zabradatiti: im, am
ćurlikati: em, am
akomodirati: am, im
jotirati: am, em
prolutavati: am, im
popularizirati: am, im
sankcionirati: am, im
nadomjeravati: am, im
brboriti: im, am
natresti: em, ijem
prepatiti: im, am
prebolijevati: am, em
kozariti: im, jem
budući: em, im
krkati: am, im
podložiti: im, jem
pohrđati: am, im
usuglašivati: jem, am
ekstemporirati: am, im
izboksati: am, im
oprištavljivati: am, jem
uvreživati: jem, em
utjerivati: jem, am
unesti: em, jem
jeseniti: im, jem
dosluhnuti: em, jem
gubljivati: jem, am
uzimiti: im, jem
razrevati: jem, em
skobiti: im, am
tegnuti: em, im
nalemati: am, jem
unijatiti: im, am
ismjehivati: jem, am
iskličiti: im, jem
cjenjkati: am, em
zavonjati: am, jem
užućivati: jem, am
jedinjavati: am, im
pokolčiti: im, am
potpirati: em, am
otpeljati: am, jem
prokljuvati: jem, am
kuštrati: am, im
grofovati: jem, am
propaćivati: jem, am
komunizirati: am, im
asortirati: am, em
izludjeti: im, jem
nadozidati: am, em
presloviti: im, jem
oćoraviti: im, am
trostručivati: jem, am
puznuti: em, im
ogrbaviti: im, am
gluvariti: im, jem
uđivati: jem, am
prosnivati: am, em
marendavati: am, jem
krutnjivati: jem, am
odšetavati: am, im
ispipkati: am, em
zatucati: am, im
šmirati: am, em
pičiti: im, jem
garavljivati: jem, am
opepeljivati: jem, am
rugivati: jem, am
prigrabljati: am, jem
klimatizirati: am, em
ularivati: jem, am
ekspektorirati: am, im
prsivati: jem, am
ovapniti: im, jem
ćuviti: im, jem
izrogačiti: im, am
razvojačiti: im, jem
bližavati: am, im
gnjavljivati: jem, am
cajhnati: am, im
nadničiti: im, am
istrpjeti: jem, am
izminuti: em, jem
korijevati: am, jem
doganjati: am, jem
isprolijevati: am, em
iskapljivati: jem, am
odslikavati: am, im
prikivati: jem, am
zakukati: am, em
škljocnuti: em, im
prognjiti: im, ijem
zapojati: em, jem
inkriminirati: am, im
zbonacati: am, em
prestizati: em, am
sunuti: em, jem
razgledavati: am, jem
uskisnuti: em, jem
dotakati: em, am
prezati: em, am
sektašiti: im, am
dudukati: em, am
otoboljiti: im, jem
pigati: am, em
baljivati: jem, am
zahukati: em, am
muvavati: am, em
razmatati: am, em
grakati: em, am
razgraničiti: im, am
spregnuti: em, im
stuliti: im, jem
razlijeniti: im, em
zabrektati: em, am
zatjeravati: am, jem
obudovjeti: im, jem
pripaljivati: jem, am
polokati: em, am
onemoći: em, jem
lignjati: am, em
singapurizirati: am, im
hofirati: am, im
unižavati: am, im
dokončiti: im, am
klepavati: am, im
liptjeti: im, em
zaručiti: im, am
hujiti: im, jem
selektirati: am, em
preinačivati: jem, am
oglašivati: jem, am
grđivati: jem, am
ohladnjeti: im, jem
jednačavati: am, im
naprčivati: jem, am
preuređivati: jem, am
zamamljivati: jem, am
čerupnuti: em, im
razlivati: am, jem
kurviti: im, am
zarudjeti: im, jem
zeleniti: im, jem
udvoravati: am, jem
preletavati: am, im
pripišati: am, em
opsjeniti: im, em
zamrzavati: am, em
brijavati: am, jem
ishabati: am, im
poprodati: am, em
istrčavati: am, im
pozakoniti: im, am
ucrvljivati: jem, am
uprezati: em, am
zaškuriti: im, am
živovati: jem, am
skrcati: am, im
mandaljivati: jem, am
orođivati: jem, am
doplutati: am, em
uspavljivati: am, jem
natandrčivati: jem, am
razbubnjati: am, jem
zakurblati: am, jem
poklizivati: am, jem
svršnamignuti: em, im
ćivriknuti: em, jem
stlačivati: jem, am
prti: em, jem
splašiti: im, ijem
sljepljivati: jem, am
goršati: am, im
germanizirati: am, im
posirotjeti: im, jem
nadjesti: em, jem
zgrčivati: jem, am
porcijašiti: im, jem
podsipati: am, im
gratinirati: am, em
odronjivati: jem, am
potkrižati: am, em
preporučati: im, jem
bacivati: jem, am
miniravati: am, jem
darivati: am, jem
izmuštrati: am, im
proistjecati: am, em
straviti: im, am
zašarafiti: im, jem
razrogačivati: am, jem
obeznaniti: im, em
čovječiti: im, am
botkati: am, em
predugovoriti: im, am
zadaniti: im, em
prismakati: em, am
najediti: im, am
imputirati: am, im
flertovati: jem, am
isprekrštati: am, im
obrukati: am, em
režentavati: am, im
procuriti: im, am
sadirati: em, am
dehidrirati: am, im
bivakirati: am, em
slavenizirati: am, im
posvjedočivati: am, jem
mrgoditi: im, am
tumplati: am, im
spasti: em, jem
jogunjivati: jem, am
razminiravati: am, jem
čupinjati: jem, am
mikronizirati: am, im
čituckati: am, im
kotviti: im, am
trubnuti: em, im
zadrečati: im, am
zaušiti: im, em
dezalijenirati: am, em
ozeleniti: im, jem
poguliti: im, em
prodrmusati: am, im
čeprljati: am, im
zaštropotavati: am, im
mantavati: am, im
othramati: am, jem
ždrebljivati: jem, am
pozlijediti: im, am
bzikati: am, im
preprtiti: im, am
začikavati: am, im
dirkivati: jem, am
dealbanizirati: am, im
uzglobiti: im, jem
doživljavati: am, jem
vakumizirati: am, em
zglabati: am, im
čagati: em, jem
iskalati: am, jem
krajati: am, jem
papričiti: im, jem
jalakati: am, em
motivirati: am, em
javašiti: im, jem
spugati: em, jem
školati: am, jem
rastovarivati: jem, am
nastrti: em, jem
cijevčiti: im, am
asocirati: am, im
poseniljivati: jem, am
pregodištiti: im, am
šićariti: im, jem
zakolčivati: jem, am
uhljebljivati: jem, am
drvenjivati: jem, am
troškariti: im, am
stabiliti: im, jem
reinstalirati: am, im
korjenjivati: jem, em
raskrečiti: im, jem
odračunati: am, em
prečišćivati: jem, am
prostrujiti: im, jem
iscizelirati: am, em
zaprisezati: em, im
nahvaliti: im, em
avizirati: am, im
iskundačiti: im, jem
odreagirati: am, em
našpranjiti: im, am
raskopčati: am, im
pripasivati: jem, am
ozbiljavati: am, jem
obosti: em, jem
prevršavati: am, em
nadastrijeti: jem, em
zabezeknuti: em, jem
granjivati: jem, am
lapsati: em, am
probančivati: am, jem
zetiti: im, am
polonizirati: am, im
smalaksati: am, im
ždrati: am, em
odzivati: am, em
sastrugati: em, am
umnožiti: im, jem
fuljati: am, jem
izbockati: am, im
bandažirati: am, im
rastovariti: im, jem
reponirati: em, am
čeprkavati: am, im
umerati: am, em
redistribuirati: am, im
zabljeskivati: jem, am
zobavati: am, jem
prosniti: im, jem
trunuti: em, jem
umještati: am, im
dohakivati: jem, am
kamčivati: am, jem
bečiti: im, am
renumerirati: am, em
progaziti: im, jem
zackiljeti: im, jem
osmatrati: am, im
izrezivati: jem, am
utrapati: am, im
proteknuti: em, im
sakaćivati: jem, am
grešivati: am, jem
uglobljivati: jem, am
kalajisati: em, im
raskvasati: em, am
roljati: am, jem
umekšati: am, em
dohajati: jem, am
gramatizirati: am, em
prokuraživati: jem, am
guglati: am, im
ljuljkivati: jem, am
proklasati: am, em
račvati: am, em
umilostiviti: im, jem
iskrcati: am, im
zaplitati: em, am
iskucavati: am, im
ozloglašivati: jem, am
beatificirati: am, em
rascvasti: em, jem
studenjeti: im, jem
prižigati: am, em
izbalansirati: am, im
blagoroditi: im, am
uzblebetati: em, am
protokolirati: am, im
solirati: am, im
podstaknuti: em, im
skriknuti: em, im
upriječiti: im, jem
jednostručiti: im, jem
zažizati: am, em
alkalizirati: am, im
njedrivati: jem, am
načuvati: am, jem
razuditi: im, am
grijavati: am, jem
razadrijeti: em, im
pismenjivati: jem, em
otpijati: am, em
zahrkati: em, am
izrogačivati: am, jem
suktati: em, am
umrežavati: am, im
razjapljivati: jem, am
omečiti: im, jem
djeljavati: am, jem
arondirati: am, im
rasplesati: em, am
štrčati: im, am
poviti: ijem, im
čibučiti: im, am
aprecirati: am, em
pupavati: am, im
ćaskati: am, em
pliskati: em, am
rasprostrijeti: em, im
frfljati: am, jem
agresirati: am, em
sprijateljiti: im, ijem
otuširati: am, im
obezvrjeđivati: jem, em
zažutiti: im, am
samarivati: jem, am
podstrići: em, im
roćivati: jem, em
smrviti: im, am
uzbjesnjeti: im, em
čakavizirati: am, im
interiorizirati: am, im
glodavati: jem, am
revolverašiti: jem, im
predmetiti: im, ijem
urađati: am, em
svijati: am, em
ekstrahirati: am, im
svjedočivati: am, jem
ogolićivati: jem, am
posinjivati: jem, em
šorivati: jem, am
rasklasati: am, em
podgrnuti: em, im
nakosivati: jem, em
cukriti: im, am
ispljuvavati: am, em
othukivati: jem, am
gorčivati: am, jem
prepratiti: am, im
promrzavati: am, em
ugovarati: am, im
plavljivati: jem, am
doziđivati: jem, am
otrežnjivati: jem, im
prispodabljati: am, jem
učuvati: am, jem
zgučiti: im, jem
nadlijevati: am, jem
pijevnuti: em, im
faćkati: am, im
zamamiti: im, jem
zalijeniti: im, em
sukobljivati: jem, am
poštimati: am, jem
prebjeći: em, im
svrgavati: am, im
pocinčati: am, im
ravnjivati: jem, am
razvikavati: am, im
kašivati: jem, am
kondolirati: am, im
ućuškati: am, im
zurnuti: em, im
prekisnuti: em, jem
isplavjeti: im, am
manjiti: im, am
tišavati: am, im
užvakati: em, am
pogušiti: im, jem
progrušati: am, em
prestajavati: am, jem
pocrveniti: im, jem
tkivati: jem, am
formiti: im, am
korišćivati: jem, am
prismuditi: im, am
potačkavati: am, im
nasamarivati: jem, am
razlistavati: am, im
zaranjati: am, jem
nagarati: am, em
proćijepiti: im, jem
proizvoditi: im, am
pričvršćivati: jem, am
pozamatati: am, em
teknuti: em, im
jednostavnjivati: im, am
okrnjivati: jem, em
pročarkati: am, im
začahurivati: jem, am
zasmrađivati: jem, am
zaćurlikati: em, am
zakomplicirati: am, im
tisućiti: im, jem
oćoravjeti: im, jem
tančavati: am, im
nataći: em, jem
proustiti: im, jem
ostrizati: em, am
hvatiti: im, jem
ukapčati: am, em
preobličavati: am, im
profesionalizirati: am, im
kačkati: am, im
uvitlati: am, jem
zataškavati: am, im
samoreklamirati: am, im
smučiti: im, jem
zaškrobiti: im, am
napirati: em, am
fukati: am, em
gnati: am, em
fungirati: am, im
gustjeti: im, am
sfrigati: am, em
uortačiti: im, jem
raskupusivati: jem, am
ginjati: am, jem
vezivati: jem, em
plamsavati: im, jem
podrutnuti: em, im
umjeravati: am, jem
spanđavati: am, jem
zaparložiti: im, jem
slanjati: am, jem
špricnuti: em, im
pokolčivati: jem, am
zaklamavati: am, im
ispraskavati: am, im
strgavati: am, im
razjagmiti: im, am
naplesti: em, jem
reproducirati: am, im
zaplamsavati: im, jem
razgorijevati: am, jem
ušivati: jem, am
ubrizgavati: am, jem
usfaliti: im, em
olinjati: jem, am
procesirati: am, em
guzivati: am, jem
oteščavati: am, im
drati: am, em
rastrijeti: em, jem
sprječavati: am, im
okašljati: jem, am
trtljati: im, am
isplahnjivati: jem, am
saći: em, am
jebucati: am, im
uzdisati: em, am
razvaganjivati: em, jem
provrtjeti: im, jem
zabrijati: ijem, em
kovitlavati: am, im
preraspodijeliti: im, ijem
žigovati: jem, am
konfederalizirati: am, im
vračiti: im, jem
napušiti: im, em
zuti: jem, em
isprošavati: am, im
zaparivati: jem, am
nazalizirati: am, em
pobrojiti: im, jem
smjeliti: im, em
urliknuti: em, im
reduplicirati: am, em
sufinancirati: am, em
oraspoloživati: jem, em
pilati: am, jem
istančati: am, im
zasvjedočivati: am, jem
marinirati: am, im
osmraditi: im, am
izduvati: jem, am
njemljivati: jem, am
drljavati: am, jem
nadlajavati: am, jem
štelavati: am, jem
štokaviti: im, am
proćaskavati: am, im
zacarivati: jem, am
svoziti: im, jem
izmrčiti: im, am
odljubljivati: jem, am
znogirati: am, em
okljastiti: im, jem
domaknuti: em, im
zajamčivati: am, jem
rastrubiti: im, jem
dotjerivati: jem, am
svrtati: am, em
izukrštati: im, am
kondiriti: im, am
tvistati: em, am
prolokavati: am, im
prekopčati: am, em
čupavati: am, im
pretrnjivati: jem, em
doknađivati: jem, am
preznajati: am, jem
odvaljati: am, im
ozlojeđivati: jem, am
preplitati: em, am
djetinjivati: jem, em
probavati: am, jem
nažeti: jem, em
utezati: em, am
zaglupjeti: im, jem
provrćivati: jem, am
omilozvučiti: im, jem
bočivati: am, jem
pirlitati: am, em
zasijavati: am, jem
fikcionalizirati: am, im
probiseriti: im, am
prokašljati: jem, am
proplivavati: am, em
udomazetiti: im, jem
domaćiti: im, jem
natrućati: am, em
naskočiti: im, am
dičiti: im, jem
primoravati: am, jem
rikati: am, em
zaprživati: jem, am
ogrubiti: im, am
smjeti: im, em
cmeketati: am, em
nataloživati: jem, em
nasjediti: im, am
činjati: jem, am
razdramljivati: jem, am
sađivati: am, jem
žagorivati: jem, am
nakastiti: im, jem
ozidavati: am, jem
ozloglašavati: am, im
frekventirati: am, im
hljebljivati: jem, am
nogometati: am, em
vršljati: am, jem
isporazboljeti: im, am
šićarivati: jem, am
plemenjivati: jem, em
oslušnuti: em, im
tralalakati: am, jem
upišati: am, em
rokijati: am, jem
uprasiti: im, em
odvagivati: jem, am
ljosnuti: em, im
mreškavati: am, im
rezucnuti: em, im
zacijeljeti: im, jem
šteniti: im, jem
svadbovati: jem, am
usitnjavati: am, im
jaružati: am, jem
šćapiti: im, am
meškoljivati: jem, am
galičiti: im, jem
natipkati: am, em
našlovljivati: jem, am
dokrasti: em, jem
obasezati: em, im
rječkati: am, im
prisukati: em, am
dohodati: am, im
razgacati: am, em
konsekrirati: am, im
izvrdati: am, im
pootvarati: am, im
suobličavati: am, im
prekriživati: jem, am
vješćivati: jem, am
pengati: am, em
baniti: im, em
ćerdavati: am, jem
prikučivati: jem, am
provozati: em, im
tepsti: em, jem
napeći: em, im
primirivati: jem, am
kolorizirati: am, im
nulirati: am, em
isplovljavati: am, jem
popuznuti: em, im
propentavati: am, im
izbistriti: im, am
navigati: em, am
podmaknuti: em, im
požudjeti: im, am
glibiti: im, jem
ispraćati: am, em
trkivati: jem, am
beharati: am, im
otporučiti: im, jem
pričepiti: im, jem
babičiti: im, am
uzbaciti: im, jem
ispuzivati: jem, am
utopljivati: jem, am
duplicirati: am, em
zbabiti: im, em
usporiti: im, am
konspirirati: am, em
