abdiciram,abdicirati
zasvodim,zasvoditi
zasvrbim,zasvzbjeti
zasvrdlam,zasvrdlati
zašećerim,zašećeriti
zašiljim,zašiljiti
zaškrgućem,zaškrgutati
zaškripam,zaškripati
zaškripnem,zaškripnuti
zaštedim,zaštedjeti
zaštitim,zaštititi
zašuškam,zašuškati
zašuštim,zašuštati
zašutim,zašutjeti
zatajim,zatajiti
zataknem,zataknuti
zatamnim,zatamnjeti
zatamnjuem,zatamnjivati
zataškam,zataškati
zatečem,zateći
zategnem,zategnuti
zateknem,zateći
zatelebam,zatelebati
zateturam,zateturati
zatežem,zatezati
zatisnem,zatisnuti
zatitram,zatitrati
zatječem,zatjecati
zatjeram,zatjerati
zatočim,zatočiti
zatomim,zatomiti
zatoplim,zatopliti
zatravim,zatraviti
zatražim,zatražiti
zatrčim,zatrčati
zatrebam,zatrebati
zatrem,zatrti
zatreperim,zatreperiti
zatresem,zatresti
zatrpam,zatrpati
zatrpavam,zatrpavati
zatrubim,zatrubiti
zatrudnim,zatrudnjeti
zatrujem,zatrovati
zatučem,zatući
zatupim,zatupiti
zatupljujem,zatupljivati
zaturim,zaturiti
zatutnjim,zatutnjati
zatvaram,zatvarati
zatvorim,zatvoriti
zaudaram,zaudarati
zaurlam,zaurlati
zaurličem,zaurlikati
zaustavim,zaustaviti
zaustavljam,zaustavljati
zaustim,zaustiti
zauzdam,zauzdati
zauzimam,zauzimati
zauzimljem,zauzimati
zauzlam,zauzlati
zauzmem,zauzeti
zavadim,zavaditi
zavađam,zavađati
zavaljam,zavaljati
zavapim,zavapiti
zavaram,zavarati
zavaravam,zavaravati
zavarim,zavariti
zavarujem,zavarivati
zavedem,zavesti
zaveslam,zaveslati
zavezujem,zavezivati
zavežem,zavezati
zavidim,zavidjeti
zaviđam,zaviđati
zavijam,zavijati
zavijem,zaviti
zavijorim,zavijoriti
zaviknem,zaviknuti
zavinem,zavinuti
zavirim,zaviriti
zavirujem,zavirivati
zavisim,zavisiti
zavitlam,zavitlati
zavitlavam,zavitlavati
zavještam,zavještati
zavjetujem,zavjetovati
zavlačim,zavlačiti
zavladam,zavladati
zavodim,zavoditi
zavolim,zavoljeti
zavratim,zavratiti
zavrbujem,zavrbovati
zavrćem,zavrtati
zavređujem,zavređivati
zavrgnem,zavrgnuti
zavrijedim,zavrijedjeti
zavriskam,zavriskati
zavrištim,zavrištati
zavrnem,zavrnuti
završavam,završavati
završim,završiti
zavrtim,zavztjeti
zavrvim,zavzvjeti
zavučem,zavući
zazelenim,zazelenjeti
zazidam,zazidati
zazimim,zazimiti
zazirem,zazirati
zazivam,zazivati
zazovem,zazvati
zazujim,zazujati
zazvonim,zazvoniti
zazvučim,zazvučati
zažagrim,zažagriti
zažalim,zažaliti
zažarim,zažariti
zaželim,zaželjeti
zaživim,zaživjeti
zažmirim,zažmiriti
zažuborim,zažuboriti
zažutim,zažutjeti
zbacim,zbaciti
zberem,zbrati
zbijam,zbijati
zbijem,zbiti
zbivam,zbivati
zblenem,zblenuti
zbližim,zbližiti
zborim,zboriti
zborujem,zborovati
zbrajam,zbrajati
zbratimim,zbratimiti
zbrčkam,zbrčkati
zbrinem,zbrinuti
zbrinjavam,zbrinjavati
zbrišem,zbrisati
zbrkam,zbrkati
zbrljam,zbrljati
zbrojim,zbrojiti
zbrzam,zbrzati
zderem,zderati
zdimim,zdimiti
zdipim,zdipiti
zdravim,zdraviti
zdrmam,zdrmati
zdrobim,zdrobiti
združim,združiti
združujem,združivati
zdvajam,zdvajati
zebem,zepsti
zelenim,zelenjeti
zezam,zezati
zeznem,zeznuti
zgadim,zgaditi
zgazim,zgaziti
zglobim,zglobiti
zgnječim,zgnječiti
zgodim,zgoditi
zgonim,zgoniti
zgotovim,zgotoviti
zgrabim,zgrabiti
zgranem,zgranuti
zgranjujem,zgranjivati
zgražam,zgražati
zgrbim,zgrbiti
zgrčim,zgrčiti
zgrćem,zgrtati
zgrebem,zgrepsti
zgrijavam,zgrijavati
zgrijem,zgrijati
zgriješim,zgriješiti
zgrnem,zgrnuti
zgromim,zgromiti
zgrozim,zgroziti
zgrudam,zgrudati
zgruham,zgruhati
zgrušam,zgrušati
zgruvam,zgruvati
zgulim,zguliti
zguram,zgurati
zgurim,zguriti
zgusnem,zgusnuti
zgušnjavam,zgušnjavati
zgužvam,zgužvati
zibam,zibati
zidam,zidati
zijam,zijati
zijevam,zijevati
zijevnem,zijevnuti
zimujem,zimovati
zinem,zinuti
zirkam,zirkati
zivkam,zivkati
zjapim,zjapiti
zlatim,zlatiti
zlobim,zlobiti
zlopamtim,zlopamtiti
zlopatim,zlopatiti
zlorabim,zlorabiti
zlostavljam,zlostavljati
zloupotrebljavam,zloupotrebljavati
zloupotrijebim,zloupotrijebiti
značim,značiti
znadem,znati
znam,znati
znojim,znojiti
zobljem,zobati
zorim,zoriti
zovem,zvati
zovnem,zovnuti
zračim,zračiti
zrcalim,zzcaliti
zrem,zreti
zrijem,zreti
zucnem,zucnuti
zujim,zujati
zurim,zuriti
zveckam,zveckati
zvečim,zvečati
zveketam,zveketati
zveknem,zveknuti
zviznem,zviznuti
zviždim,zviždati
zviždukam,zviždukati
zvjeram,zvjerati
zvocam,zvocati
zvonim,zvoniti
zvrcam,zvrcati
zvrcnem,zvrcnuti
zvrjim,zvrjati
zvrknem,zvrknuti
zvrljam,zvrjati
zvrndam,zvrndati
zvučim,zvučati
žacam,žacati
žacnem,žacnuti
žagorim,žagoriti
žalim,žaliti
žalostim,žalostiti
žalujem,žalovati
žamorim,zamoriti
žanjem,žeti
žarim,žariti
žbukam,žbukati
ždrem,ždrijeti
ždrijebam,ždrijebati
ždrijebim,ždrijebiti
žednim,žednjeti
žeđam,žeđati
želim,željeti
ženim,ženiti
ženiram,ženirati
žestim,žestiti
žežem,žeći
žgam,žgati
žicam,žicati
žigam,žigati
žigošem,žigosati
žiriram,žirirati
živahnem,živahnuti
živim,živjeti
živkam,živkati
živnem,živnuti
životarim,životariti
živžičem,živžikati
žlijebim,žlijebiti
žmigam,žmigati
žmignem,žmignuti
žmirim,žmiriti
žmirkam,žmirkati
žnjem,žeti
žongliram,žonglirati
žrtvujem,žrtvovati
žuborim,žuboriti
žudim,žudjeti
žuljim,žuljati
žurim,žuriti
žutim,žutiti
žvačem,žvakati
žvaknem,žvaknuti
žvalim,žvaliti
žvrgoljim,žvrgoljiti
